"MAPA/Integer/set/order=0","DELEGACIO/Decimal/set/precision=2/set/scale=0/set/roundMode=4/set/locale=en/set/order=10","MUNICIPIO/Decimal/set/precision=3/set/scale=0/set/roundMode=4/set/locale=en/set/order=20","MASA/String/set/size=5/set/order=30","HOJA/String/set/size=7/set/order=40","TIPO/String/set/size=1/set/order=50","PARCELA/String/set/size=5/set/order=60","COORX/Decimal/set/precision=8/set/scale=2/set/roundMode=4/set/locale=en/set/order=70","COORY/Decimal/set/precision=9/set/scale=2/set/roundMode=4/set/locale=en/set/order=80","VIA/Integer/set/order=90","NUMERO/Integer/set/order=100","NUMERODUP/String/set/size=1/set/order=110","NUMSYMBOL/Decimal/set/precision=2/set/scale=0/set/roundMode=4/set/locale=en/set/order=120","AREA/Integer/set/order=130","GEOMETRY/Geometry/set/srs=EPSG@23030/set/geomtype=Multipolygon@2D/set/order=160"
"242","46","900","69371","YJ2763H","U","04","726977.68","4373807.60","770","16",,"6","688","POLYGON ((-0.3623284646513048 39.48224236721769, -0.3623182325087492 39.48223934226535, -0.3622084428547005 39.482206761080064, -0.3622007422696398 39.48220442419202, -0.362201753156685 39.48220228506208, -0.3622018761149212 39.48220210768018, -0.3622230230651112 39.48215934617304, -0.3622152063317725 39.48215700664935, -0.3620824312963202 39.48211741732416, -0.3620693080598134 39.48210784048281, -0.3620691953098283 39.48210774783657, -0.3619455548038841 39.48201719655013, -0.3618482737093802 39.4819458915212, -0.3618457898189268 39.48194394330894, -0.361904734934327 39.48195302902592, -0.3620826259637767 39.481980039704254, -0.3624304313694526 39.4820328882331, -0.362398045362227 39.48209926760916, -0.3623284646513048 39.48224236721769))"
"242","46","900","63387","YJ2763G","U","05","726306.33","4373780.80","1704","5",,"6","189","POLYGON ((-0.369973083970515 39.482188087977185, -0.3699405908579376 39.48217113692153, -0.3699331799717408 39.48216727562745, -0.3698286722557422 39.48216409934463, -0.3698617736090684 39.48210322929828, -0.3698620262726056 39.482102694497144, -0.3699079836428475 39.482018422629814, -0.370032820896154 39.4820589945115, -0.3699966325046679 39.48213700129604, -0.370000083186118 39.48213798026467, -0.3699955827542288 39.482146346552284, -0.369973083970515 39.482188087977185))"
"242","46","900","62376","YJ2763G","U","18","726267.13","4373767.06","41","28",,"6","238","POLYGON ((-0.3703252151794454 39.48202146953562, -0.3702727325720369 39.48192415928988, -0.370277444908743 39.48191633830661, -0.3702531630384034 39.48190669001812, -0.3702635881743976 39.48188917887412, -0.3702711653879513 39.481876287785255, -0.3702796133377987 39.48186188492778, -0.3702982439190919 39.481830235694126, -0.3703812550507178 39.481854726057186, -0.3704384794099886 39.481875569865124, -0.3704715041421774 39.48188766813021, -0.3704687249032222 39.481893550959484, -0.3704333934320315 39.4819673432051, -0.3704240620183548 39.48198668084948, -0.3704151088576693 39.481989811446915, -0.3703708076562006 39.4820054749378, -0.3703316952049522 39.48201918384318, -0.3703259222763627 39.48202121527774, -0.3703252151794454 39.48202146953562))"
"242","46","900","63376","YJ2763E","U","01","726324.84","4373734.11","2898","14",,"6","457","POLYGON ((-0.3698382597624388 39.48167226284286, -0.3698090589115659 39.48166358416173, -0.3697006431230286 39.481631491569075, -0.3696714423079956 39.48162281285443, -0.3695104912002443 39.48157502690354, -0.3695042834300327 39.48157317472582, -0.3695459771301818 39.48148790560937, -0.3695529911752006 39.481489956210176, -0.3700358514948013 39.481633133203324, -0.3699936936756097 39.481718391995, -0.3698382597624388 39.48167226284286))"
"242","46","900","63387","YJ2763G","U","10","726297.69","4373856.80","41","40",,"6","391","POLYGON ((-0.3700169157821047 39.48284184819618, -0.3699802084722729 39.48283182852832, -0.3699792894125122 39.48283153746631, -0.3699428279944547 39.48282116300551, -0.369927303175809 39.48281666762392, -0.369911429895193 39.48281216435299, -0.3699108525145186 39.482812061197556, -0.3698925671302253 39.48280678263366, -0.3698697924307013 39.48280032141159, -0.369851503660053 39.48279513285132, -0.3697820350172956 39.48277527280687, -0.3697440772231785 39.48276450406596, -0.3697443332832683 39.48276387925537, -0.3697549520838683 39.4827412376048, -0.3697940060404031 39.482658160831086, -0.3698065231958449 39.48263141815795, -0.3698442248707465 39.48264281168745, -0.3698911442713322 39.48265639575271, -0.3699132220001543 39.48266284119466, -0.3699558878187812 39.482675157829235, -0.3699733668784891 39.48268023795918, -0.3700424802402031 39.48270027002102, -0.3700788186729841 39.48271082183996, -0.370067069775758 39.48273569011092, -0.3700272716658014 39.48282001134949, -0.3700169157821047 39.48284184819618))"
"242","46","900","61374","YJ2763E","U","03","726221.09","4373701.53","41","15",,"6","582","POLYGON ((-0.371159189541556 39.48153756615808, -0.3711444881584413 39.48153281930978, -0.3711235823545522 39.48152613035722, -0.371055928054574 39.481504420308546, -0.3710020561124663 39.48148716603566, -0.3709476136092335 39.48146962856869, -0.3709180879698358 39.48146031221048, -0.3709211130224813 39.48145407458434, -0.3710174201307288 39.48125833303955, -0.3710198203188062 39.48125325240037, -0.3710485633416888 39.481261740245365, -0.371049140711652 39.48126184339479, -0.3711053592780605 39.4812785201277, -0.3711649157700739 39.48129608312972, -0.3712392999622663 39.481318125536816, -0.371246542959756 39.481320271301904, -0.3712835642390279 39.48133119853441, -0.3712239242672717 39.48143002574487, -0.3711998613615037 39.48147011047609, -0.371159189541556 39.48153756615808))"
"242","46","900","63353","YJ2763E","U","11","726290.12","4373585.76","884","9",,"6","216","POLYGON ((-0.369998095325509 39.48028764446505, -0.3699914175338873 39.480251999157815, -0.3700258701147565 39.48025395006163, -0.3700940022569893 39.48024134847404, -0.3701527643239166 39.48023060677671, -0.3701617283807899 39.48021792725095, -0.3701744853900978 39.48022181943563, -0.3702684118077375 39.480255835828906, -0.3701921829444881 39.48036915139987, -0.3700061410517189 39.480290078734974, -0.369998095325509 39.48028764446505))"
"242","46","900","77338","YJ2773D","U","04","727773.91","4373314.94","2390","7",,"6","288","POLYGON ((-0.3531528621385594 39.477596510224494, -0.3530225163455648 39.47755836683222, -0.3531223238761692 39.4773565448342, -0.3531600333742093 39.47736758356688, -0.3531892335641771 39.47737617630116, -0.3532524676429469 39.477394642971326, -0.3532525837870656 39.47739464561677, -0.3531528621385594 39.477596510224494))"
"242","46","900","67331","YJ2763D","U","02","726745.13","4373405.83","3140","10",,"6","919","POLYGON ((-0.3650799790697309 39.47861448418281, -0.3648207657147826 39.47853707727601, -0.3649766882839172 39.478215940795565, -0.365240075143725 39.47829362215027, -0.3652405363324244 39.47829372269399, -0.36518661779978 39.478400964478816, -0.3651407136343817 39.47849298314098, -0.3651199589031386 39.4785346730863, -0.3650802351537233 39.478613859382996, -0.3650799790697309 39.47861448418281))"
"242","46","900","68364","YJ2763F","U","05","726890.35","4373645.75","2635","10",,"6","1677","POLYGON ((-0.3627524328867853 39.48068610517187, -0.362821082303483 39.480546047061395, -0.3633961139984986 39.48071583787006, -0.3633775107842212 39.48075484216251, -0.3633742846623816 39.48076161554289, -0.3632859833244171 39.48094676233807, -0.363274614133732 39.480970602524025, -0.3632386316771878 39.48104605334928, -0.3632267321028099 39.48107100757714, -0.3632059117426686 39.481064850656644, -0.3631147460472247 39.481037827890994, -0.3630962777489589 39.48103264771375, -0.3630682332439318 39.48102477734121, -0.3629909727837545 39.48100309686621, -0.3630159593488785 39.48095207130553, -0.3628784919136527 39.48091165121988, -0.3629591593559628 39.4807468892654, -0.3629061511796847 39.48073130395016, -0.3627524328867853 39.48068610517187))"
"242","46","900","69357","YJ2763F","U","02","726949.31","4373498.10","3140","15",,"6","20116","POLYGON ((-0.3636377690790198 39.47916670489073, -0.3636388931547832 39.47916772134687, -0.3637265892308732 39.47919421453369, -0.3637701639260624 39.47920700446795, -0.3638555881449294 39.479232094717034, -0.3638381996281991 39.47926773489309, -0.3637803516527052 39.47938659809687, -0.3637445602428296 39.47946010757293, -0.3636849498338007 39.47958253420326, -0.3637246259635865 39.47972622167446, -0.3635988160308299 39.47997930342466, -0.363544343954093 39.480088783986744, -0.3635437700075805 39.4800885907912, -0.3635375855826672 39.480101513033475, -0.3632264439334583 39.48000769968282, -0.3632258699885678 39.48000750648576, -0.3630866858103368 39.47996534056311, -0.3630620883527421 39.47995793578864, -0.3630569160544349 39.479956377026845, -0.3630608193950099 39.47994844789664, -0.3630214155585669 39.47993602260488, -0.3630153778146894 39.47994813736777, -0.3630079535837196 39.47996310343782, -0.3627660620769346 39.47989176047478, -0.3626034974779758 39.479843838316384, -0.3624021889543846 39.47978449636371, -0.3623140111008781 39.47975844167201, -0.3623222071954446 39.47974151126273, -0.3623207142710476 39.479741026941035, -0.3621601214852698 39.479693239013095, -0.3621467979331439 39.47968897274499, -0.3621465452211551 39.47968950752787, -0.3621386120108351 39.47970563311267, -0.3619235025864153 39.47964237357641, -0.3618687772762594 39.47962626684899, -0.361858648070936 39.47962360454287, -0.3618205805871189 39.47961274065909, -0.361369189452002 39.479480514228136, -0.3613343396631781 39.47939378024482, -0.3613690511978436 39.479324300914826, -0.3614092232759831 39.47924260370201, -0.3614196769429172 39.47922131037653, -0.3614837168278917 39.479089436341816, -0.3614921623443093 39.47907206122147, -0.3615299163220347 39.47899589442422, -0.3615417428211501 39.47897210983288, -0.3616044778247119 39.47884398973116, -0.3616396120971039 39.47877253800206, -0.3616627935347508 39.478725138258994, -0.3616782910610353 39.47869341929351, -0.3616789262426307 39.47869199232934, -0.3616925658507055 39.47866329412288, -0.3617259100899615 39.47859306293433, -0.3622675941103128 39.47875057995397, -0.3622651763803313 39.47875611044273, -0.3622983273980011 39.47876479058368, -0.3623007179089552 39.478759980169364, -0.362424655717589 39.478796395745086, -0.3624219927038816 39.478801803557026, -0.3625735970213401 39.478852071676826, -0.3625811792136163 39.47885430225052, -0.3625881579256292 39.478856352466224, -0.3625907970191551 39.478850962124795, -0.3625912315749951 39.47885007562597, -0.3625991089230889 39.47885233992364, -0.3626036497535811 39.47885337988759, -0.3626067335410149 39.47885390932187, -0.3626149879544014 39.47885465520832, -0.3626196908080013 39.478855252920226, -0.3626268043290877 39.478856504422346, -0.362634200104035 39.47885828483271, -0.3626398815141089 39.47886005786265, -0.3626469669250288 39.47886282218093, -0.3626533575173975 39.478865669824096, -0.3626620405674345 39.478870146013584, -0.3626653523518329 39.47887156347, -0.3626710756552201 39.47887361221348, -0.3626765102172821 39.478875149918196, -0.3626734362586734 39.47888158890966, -0.3626868718589665 39.47888657835254, -0.3626656271534516 39.47892888732517, -0.3628978574943442 39.47899739870331, -0.3628995827029136 39.478997888289065, -0.3629031001434919 39.47899094135794, -0.3629118321296829 39.47899366195024, -0.3629151138721461 39.47898679975635, -0.3629238458583474 39.478989520347774, -0.362927124198112 39.47898274816294, -0.3629803495675219 39.47899855009048, -0.363214520984438 39.47906800575637, -0.3632633770829813 39.479082537282736, -0.3632605191279051 39.47908833707202, -0.3632653517666693 39.47908965389173, -0.3632699602978806 39.47909090256533, -0.3632672456055748 39.47909644885867, -0.3632666601159736 39.47909763822975, -0.363267654592552 39.47909793105557, -0.3632744953339027 39.47909994206502, -0.3632704390372763 39.479107921785314, -0.3635040644025873 39.47917646361574, -0.3635050995331956 39.47917675736197, -0.3635259919774364 39.47913453032646, -0.3635270465134685 39.47913246424283, -0.3635276329171485 39.47913263519938, -0.3635412536027625 39.479136574730006, -0.3635443271815142 39.47913029786233, -0.363552607202604 39.47913267483167, -0.3635599536041849 39.479134071195055, -0.3635755475860584 39.47913593395291, -0.3635904724801405 39.47913950668723, -0.3635906161349127 39.47913955048552, -0.3636048425651442 39.47914484153877, -0.3636172350922922 39.47915128913458, -0.3636296123499024 39.47915537160833, -0.3636281326759883 39.47915838296571, -0.363626007286775 39.4791629471805, -0.3636377690790198 39.47916670489073))"
"242","46","900","74335","YJ2773C","U","01","727495.88","4373357.68","2615","1",,"6","5500","POLYGON ((-0.356359818776239 39.47797409722656, -0.356323259615526 39.47796335595694, -0.3562804968138945 39.4779506718042, -0.3562384172611405 39.477938363527095, -0.3561950771752256 39.47792557612244, -0.3561575991354814 39.47791454363508, -0.3561573702548804 39.47791444834096, -0.3561288594873973 39.477906052207366, -0.3561286306068658 39.47790595691319, -0.3561093159852965 39.47790029243402, -0.3559599847405374 39.477856175520884, -0.3560038201713829 39.477766906222605, -0.3560957874152875 39.47757927649585, -0.3561190950810903 39.47753170058856, -0.3561240100408827 39.477521632635906, -0.3562071270423409 39.4773528097056, -0.3562125440603262 39.47734176221927, -0.3562359574743913 39.47729445895089, -0.356328750055969 39.477106487445326, -0.3563735682004907 39.47701579896041, -0.3565194647911625 39.477058485895704, -0.3565437222676635 39.4770656140481, -0.3565438350022331 39.47706570669926, -0.3565645329346662 39.47707167283282, -0.356564645669274 39.477071765483956, -0.3566059185829888 39.47708387511628, -0.3566530568967863 39.47709764963162, -0.3566944391683943 39.477109941893545, -0.3567349059396392 39.477121852969425, -0.3567736476102598 39.477133274357804, -0.3567738764892648 39.47713336965067, -0.3567968700720112 39.47714010865464, -0.3567972150951025 39.47714020658936, -0.3568212437520677 39.47714723939276, -0.3569701197605891 39.477191074576574, -0.3569258966102227 39.47728141648427, -0.3568336656211348 39.47746994177165, -0.3568135109325469 39.47751101322886, -0.3568051976702217 39.47752794057717, -0.3567224166582231 39.47769713193464, -0.3567172490246815 39.47770773468486, -0.3566940578396715 39.47775531336469, -0.356602549682773 39.47794313419293, -0.3565588173900736 39.47803276641496, -0.3564083343244868 39.47798835361141, -0.3563893646817085 39.477982787113305, -0.3563890196551557 39.477982689177274, -0.3563601638027027 39.47797419516268, -0.356359818776239 39.47797409722656))"
"242","46","900","74349","YJ2773C","U","01","727451.83","4373463.34","3256","7",,"6","339","POLYGON ((-0.3568063657367558 39.47889971513763, -0.3568122485558236 39.47890399293458, -0.3568181279664334 39.478908360740256, -0.3568266037565379 39.47891476950885, -0.3568312430528858 39.478918118153295, -0.356873393145997 39.47895006669327, -0.3568269987495029 39.47898720807781, -0.3568036170843644 39.47900604482642, -0.3567198118828014 39.47907332495079, -0.3566987119636718 39.47909023167784, -0.3566473985068282 39.479131405070554, -0.3565463313626446 39.47905595564839, -0.3565981264545544 39.47901434282386, -0.3566192263730575 39.47899743611494, -0.3567026729033219 39.47893041816329, -0.3567266489401302 39.478911234609185, -0.356772927188112 39.478874090622405, -0.3568063657367558 39.47889971513763))"
"242","46","900","74349","YJ2773C","U","03","727425.63","4373445.08","952","10",,"6","421","POLYGON ((-0.3568063657367558 39.47889971513763, -0.3568193255278894 39.47888901937313, -0.3568429735332327 39.47886928781342, -0.3569012277388753 39.47882286701133, -0.3569135726765422 39.47881305811588, -0.3569575782672544 39.4787223509476, -0.3569735868004743 39.47868947313184, -0.3570157000391742 39.478602686704356, -0.3570167042065771 39.47860072763999, -0.3570491064028475 39.47861074353991, -0.3570576092051493 39.4786133692708, -0.3571049400229364 39.478628229028956, -0.3571121788528271 39.47863046566151, -0.3571453770601332 39.47864095007221, -0.3571452540961201 39.47864112744865, -0.3570426761030641 39.47885112838104, -0.3570094573610016 39.478841183992564, -0.3569971124310502 39.478850992898465, -0.3569971090221057 39.47885108290747, -0.3569104348484884 39.478920459996644, -0.3568862197445384 39.47893981832446, -0.356873393145997 39.47895006669327, -0.3568312430528858 39.478918118153295, -0.3568266037565379 39.47891476950885, -0.3568181279664334 39.478908360740256, -0.3568122485558236 39.47890399293458, -0.3568063657367558 39.47889971513763))"
"242","46","900","74345","YJ2773C","U","01","727476.32","4373457.16","3256","4",,"6","538","POLYGON ((-0.3562239968784267 39.47881610900284, -0.3562981283691004 39.47875563589785, -0.3562983674821025 39.47875546116487, -0.3563048439916887 39.478750203320885, -0.3563319489941787 39.4787282082667, -0.3563320685505923 39.47872812090018, -0.3563321881070039 39.478728033533656, -0.356340464776923 39.47872128517171, -0.3563470608365229 39.47871593995858, -0.3563473033590325 39.47871567521653, -0.356351860139988 39.47871199525214, -0.3563519831061058 39.478711817876636, -0.3564251442865291 39.47865240365043, -0.3564562116119415 39.4786270754207, -0.3566118392202096 39.47874439513485, -0.3565823465815922 39.478768047583785, -0.3565071665825511 39.478828587106406, -0.356505844643178 39.47882972815806, -0.3564783809826394 39.47885198535301, -0.3564759830341777 39.478853912704274, -0.3563799386106269 39.47893127409541, -0.3563681798438082 39.47892253844117, -0.3562312324954696 39.478821498646056, -0.3562239968784267 39.47881610900284))"
"242","46","900","74345","YJ2773C","U","08","727450.26","4373398.14","1371","35",,"6","1702","POLYGON ((-0.3564562116119415 39.4786270754207, -0.3564280583126145 39.478606165460384, -0.3564166412119578 39.478597617757224, -0.3564097438124122 39.4785925060797, -0.3564060132711971 39.47858971861242, -0.3564040933371775 39.4785882335486, -0.3563984394529515 39.4785840510262, -0.3563734530435002 39.4785654652644, -0.356367235479809 39.47856081948377, -0.3563665556503111 39.47856035358449, -0.3563587563652532 39.47855450069311, -0.3563355805812872 39.47853721732793, -0.3563350134887801 39.47853684407987, -0.3564014698579585 39.478396649864436, -0.3564595954547249 39.478273832959715, -0.3564919370861204 39.478205652508755, -0.3565624014204913 39.47822662412486, -0.3569013871803667 39.47832757476912, -0.3567538093678413 39.478629971629566, -0.356614957907164 39.47874185357055, -0.3566118392202096 39.47874439513485, -0.3564562116119415 39.4786270754207))"
"242","46","900","74349","YJ2773C","U","02","727415.91","4373415.04","952","8",,"6","296","POLYGON ((-0.3571453770601332 39.47864095007221, -0.3571121788528271 39.47863046566151, -0.3571049400229364 39.478628229028956, -0.3570576092051493 39.4786133692708, -0.3570491064028475 39.47861074353991, -0.3570167042065771 39.47860072763999, -0.3570169535439748 39.478600282878396, -0.3570623216828102 39.47850735449216, -0.3570766872678435 39.47847795266758, -0.3571183938510466 39.47839268841985, -0.35724819692268 39.47843068427749, -0.3571453770601332 39.47864095007221))"
"242","46","900","79377","YJ2773F","U","03","727931.16","4373719.25","3222","3","A","6","1838","POLYGON ((-0.3508989464118112 39.48137652529394, -0.3509133424563188 39.48135559309809, -0.3509203218275062 39.481346293138294, -0.3509592293031849 39.48129520027064, -0.3510093692092289 39.481236075505365, -0.3510539132457439 39.48118655248453, -0.3510783015353028 39.481165757971304, -0.3510906442735899 39.4811560397484, -0.3511214413207809 39.48113178786521, -0.3510534940171764 39.48106285424528, -0.3510655498855553 39.48103925617307, -0.3510742100171943 39.48102242725775, -0.3511070126454469 39.48094840329503, -0.3511402592791822 39.480877992900886, -0.3511744932466708 39.480784632959114, -0.3512086247286674 39.48067253268779, -0.3512348476674517 39.48056664826509, -0.3513854316809589 39.48058089112984, -0.3513623272824435 39.480892514034984, -0.3513416823790649 39.4811699601343, -0.3513305142899089 39.481320240009886, -0.3510998904763286 39.481350386805474, -0.3510672965595242 39.48135459852927, -0.3508989464118112 39.48137652529394))"
"242","46","900","71376","YJ2773E","U","01","727146.16","4373701.83","770","31",,"6","287","POLYGON ((-0.3602966795776733 39.481253832759386, -0.3602103864319852 39.4812270985847, -0.3602091636288801 39.481228692363366, -0.3601657250008864 39.481215363660006, -0.3601668418690203 39.481213497215435, -0.3600786597631787 39.48118753080883, -0.3600733712982493 39.48118596927477, -0.3601296392467949 39.48107220707171, -0.3602016826830366 39.4810945636854, -0.3602873196177402 39.481120201919104, -0.3603610335364945 39.4811414252581, -0.3603021935456859 39.481255579579255, -0.3602966795776733 39.481253832759386))"
"242","46","900","73361","YJ2773E","U","01","727298.28","4373679.90","1762","179",,"6","264","POLYGON ((-0.3583010809981327 39.480886241675435, -0.3583974950880542 39.480808346604576, -0.3583976146457105 39.48080825923599, -0.3584744945483339 39.48086559035778, -0.3584748361849137 39.480865778297236, -0.3585012930378845 39.48088547808115, -0.3585015219314691 39.48088557337103, -0.358581907270846 39.48094550653387, -0.3584854897728728 39.481023491765825, -0.3583010809981327 39.480886241675435))"
"242","46","900","77389","YJ2773H","U","01","727744.49","4373848.58","2944","41",,"6","1613","POLYGON ((-0.3536827036251406 39.48239397222532, -0.3535986581323436 39.4824306151181, -0.3534267502282782 39.48247579689324, -0.3532742803655016 39.48251115131435, -0.3531855368763624 39.482533723492594, -0.3530682606842586 39.48255150166339, -0.3529613869062255 39.48256780504602, -0.3529368229452218 39.482507428059456, -0.3529293407671899 39.48247482648736, -0.35288844622277 39.48216462808035, -0.3528885007485769 39.482157062060445, -0.3536827036251406 39.48239397222532))"
"242","46","900","79388","YJ2773H","U","01","727927.35","4373844.81","3046","95",,"6","426","POLYGON ((-0.3512918291846087 39.48206374242203, -0.3513145982615075 39.48207948604584, -0.3512528179375126 39.48229824899924, -0.3508954278850834 39.482326586644305, -0.3510223931489663 39.482246511577365, -0.3512095558901511 39.48211186494965, -0.3512918291846087 39.48206374242203))"
"242","46","900","72373","YJ2773G","U","01","727271.14","4373776.95","3146","4",,"6","190","POLYGON ((-0.3587571353262192 39.48182900460571, -0.3587580341918283 39.48183289875859, -0.3587639210935964 39.481840149407404, -0.358773528268965 39.481847394532764, -0.3587745191251056 39.481848858439946, -0.3587780117551047 39.481861009424975, -0.3587777010896693 39.48186307435384, -0.3587763552765985 39.4818648454938, -0.3587044221574123 39.48192248734676, -0.3586247086906519 39.48186320014199, -0.358622966102995 39.48186009758778, -0.3586241000589324 39.481857781114535, -0.3586770266834704 39.48181394094474, -0.3586806270853393 39.4818109598439, -0.3586967059237576 39.48179772226657, -0.3586982019604357 39.48179505367688, -0.3586968010125956 39.48179213906263, -0.3586593904953853 39.481763902368606, -0.3587398564491052 39.48169888722888, -0.3588075848052674 39.48174925362493, -0.3588088832330013 39.48175180556144, -0.3588076126913587 39.48175465945124, -0.3587559158529344 39.481796725905276, -0.358746802112403 39.481804086014, -0.358758349794524 39.481812276114866, -0.3587597916297028 39.48181411061931, -0.3587595937089754 39.48181626819741, -0.3587562364607016 39.4818251104528, -0.3587567422659354 39.481827103853895, -0.3587571353262192 39.48182900460571))"
"242","46","900","72374","YJ2773E","U","01","727283.67","4373707.57","1762","167",,"6","2873","POLYGON ((-0.3584682499962633 39.48177063797056, -0.3582450318757415 39.48160520930487, -0.3581949398152371 39.48156803584165, -0.3581008610456656 39.48149824190395, -0.3580429591718915 39.48145548561898, -0.3580283709711908 39.4814447038936, -0.3580767416009921 39.48134004208246, -0.358097002433017 39.48129618016164, -0.3581062448100082 39.481276210913, -0.3582202756724378 39.48118439277642, -0.3582275925962022 39.4811784332422, -0.3583066269375577 39.48111437679916, -0.3583749815254971 39.48111439930202, -0.3584690600854764 39.48118419301359, -0.3585476159889189 39.48112048587397, -0.3585925285413318 39.48115321729181, -0.3586129215462091 39.48113656441707, -0.3586306774525718 39.481122013670486, -0.3586488700788668 39.48113585011043, -0.3586700144937648 39.48115155537618, -0.3587027594185149 39.481124913392094, -0.3587872278362652 39.481187551737406, -0.3587237942977574 39.481238720407646, -0.3587235517746828 39.481238985154555, -0.3587111998182954 39.4812489742511, -0.3587719069323579 39.48129440648014, -0.3587465978604634 39.481376440555906, -0.3587210501772924 39.48139721035105, -0.3587136137116223 39.48140325728569, -0.3586969439936261 39.48141675169545, -0.3586483660958914 39.48145627649232, -0.3585986129997555 39.48149613489978, -0.3586370516813501 39.48152484541705, -0.3586574069957626 39.48153990214228, -0.3586115958746611 39.48157696739134, -0.3585673491921065 39.48161262679999, -0.3586172057801998 39.48164988483848, -0.3584682499962633 39.48177063797056))"
"242","46","900","78398","YJ2773H","U","11","727781.16","4373901.30","2944","95","D","6","1090","POLYGON ((-0.3529185012055338 39.48386677541536, -0.3528199404737928 39.483869214539816, -0.352797944298155 39.48351746641757, -0.3527481979488287 39.48272357241076, -0.3528456054671868 39.48270245916302, -0.3529060795626549 39.48366713115722, -0.3529122886717923 39.483766998291244, -0.3529185012055338 39.48386677541536))"
"242","46","900","73405","YJ2774A","U","11","727376.42","4374011.91","1024","2",,"6","573","POLYGON ((-0.3574507862477176 39.48392624570771, -0.3573853793083127 39.483909713752794, -0.3573846891943646 39.48390951788477, -0.3572527274989791 39.48387606741271, -0.3571308955428424 39.48384527952694, -0.3571459337300947 39.483795083045074, -0.3571622970917899 39.48374059254953, -0.357165360729392 39.48373030228381, -0.3571700296033417 39.48371446316569, -0.357171987191788 39.483714958122505, -0.3572308241954093 39.483729989471975, -0.3572322044188499 39.48373038120972, -0.3572631773874184 39.48373829257331, -0.357281239862371 39.483743297790646, -0.3573035898501276 39.483748670777196, -0.3573055162696636 39.48374384991965, -0.3573138606752655 39.48372304954544, -0.3573170241339605 39.48372240080078, -0.3573206590309323 39.48372158260507, -0.3573235901794595 39.48372092857676, -0.3573237063344829 39.4837209312185, -0.3574578731129861 39.48369308285061, -0.3574752837336754 39.483706090911696, -0.3574880888137838 39.48371485025326, -0.3575004460684124 39.48372008603572, -0.3575044501349623 39.48372179865172, -0.3575150889283997 39.48372636474656, -0.3575334007749209 39.48373092516339, -0.3574514215681657 39.48392481877231, -0.3574507862477176 39.48392624570771))"
"242","46","900","78398","YJ2773H","U","05","727771.87","4373897.14","2165","95","B","6","903","POLYGON ((-0.3529060795626549 39.48366713115722, -0.3528456054671868 39.48270245916302, -0.3528549830687242 39.48270042063837, -0.3529630731213045 39.4826765778024, -0.3529834478991737 39.48362267933621, -0.3529179442940366 39.48366082514012, -0.3529118804075258 39.48366438054158, -0.3529060795626549 39.48366713115722))"
"242","46","900","71389","YJ2773G","U","01","727174.05","4373878.49","2827","4",,"6","879","POLYGON ((-0.3600818065911348 39.48277285542749, -0.3600210124694881 39.482760393568995, -0.3599085425366088 39.48273720840348, -0.3597924923580227 39.48271340126097, -0.3596883277416417 39.48269193606557, -0.3597021999278856 39.48265099164108, -0.3597020050860389 39.48264999626182, -0.3597295821642638 39.48256945490353, -0.3597447520647391 39.48252493649796, -0.3597612745574874 39.482478466919495, -0.3597647819273476 39.48246872718036, -0.3597909517478132 39.48239157711711, -0.3598223431894914 39.482299321062634, -0.3598368640850193 39.48225658962677, -0.3599719493442586 39.48228425248831, -0.3599571791902033 39.48232742871131, -0.3599420196905161 39.48237167712445, -0.3599262010758504 39.48241798255031, -0.3598965240390378 39.48250487239217, -0.3598801828496034 39.48255269740822, -0.3598706308652475 39.48258085763948, -0.3598589956411378 39.48261491624815, -0.3598897974536939 39.482621201462706, -0.3599453985783599 39.48263264453626, -0.3600591392364676 39.48265603870795, -0.3601177399804716 39.48266809036838, -0.3600818065911348 39.48277285542749))"
"242","46","900","72387","YJ2773G","U","01","727200.40","4373782.69","1762","157",,"6","3633","POLYGON ((-0.3595527635943068 39.48266462233192, -0.3593455894672694 39.482621897843984, -0.3591201284462937 39.48258010867226, -0.3591025821594823 39.48257682711824, -0.3591049216061313 39.48257030397133, -0.3591700093314616 39.48238944809288, -0.3592168210869535 39.48225222913852, -0.3592156731853546 39.48225184270442, -0.359235091624181 39.48219336742082, -0.3592476593614335 39.482156177038995, -0.3592676619115611 39.482097624936785, -0.3592688166238022 39.482097831352064, -0.3593159491654955 39.481961340330656, -0.3593782477056515 39.48177735797945, -0.3596158621386693 39.481826629715904, -0.3598051531402663 39.48186570425578, -0.359808497713421 39.48186641085535, -0.359822934999037 39.48186890096821, -0.3598222762672644 39.481874020934484, -0.3598216273929535 39.48187580792226, -0.3597977900202478 39.48194355190921, -0.3597884806220345 39.48197144738886, -0.3597521820305798 39.48207971743176, -0.3596237845665412 39.4824559741866, -0.3595527635943068 39.48266462233192))"
