"MAPA/Integer/set/order=0","DELEGACIO/Decimal/set/precision=2/set/scale=0/set/roundMode=4/set/locale=en/set/order=10","MUNICIPIO/Decimal/set/precision=3/set/scale=0/set/roundMode=4/set/locale=en/set/order=20","MASA/String/set/size=5/set/order=30","HOJA/String/set/size=7/set/order=40","TIPO/String/set/size=1/set/order=50","PARCELA/String/set/size=5/set/order=60","COORX/Decimal/set/precision=8/set/scale=2/set/roundMode=4/set/locale=en/set/order=70","COORY/Decimal/set/precision=9/set/scale=2/set/roundMode=4/set/locale=en/set/order=80","VIA/Integer/set/order=90","NUMERO/Integer/set/order=100","NUMERODUP/String/set/size=1/set/order=110","NUMSYMBOL/Decimal/set/precision=2/set/scale=0/set/roundMode=4/set/locale=en/set/order=120","AREA/Integer/set/order=130","GEOMETRY/Geometry/set/srs=EPSG@23030/set/geomtype=Multipolygon@2D/set/order=160"
"242","46","900","72398","YJ2773G","U","03","727246.99","4373966.11","2810","6",,"6","545","POLYGON ((-0.3591675271869325 39.48355159801898, -0.3590547171134393 39.48351894520189, -0.3586338394839416 39.483397040749445, -0.3586453286305527 39.483363789733254, -0.3586499017364632 39.48335047079644, -0.3587503181070374 39.48336041074094, -0.3588588312610124 39.483371435503344, -0.3589654893879815 39.48338232791517, -0.3590438909926469 39.48339032584692, -0.3590711089755041 39.48339301645227, -0.3590725536106649 39.4833886350463, -0.3590802814623282 39.483390252069455, -0.3591758821057695 39.48341071240493, -0.359236415729999 39.48341163771418, -0.3592170221751007 39.483451015206725, -0.3591971196912662 39.48349155225398, -0.3591675271869325 39.48355159801898))"
"242","46","900","71407","YJ2774A","U","03","727121.12","4374034.93","739","38",,"6","569","POLYGON ((-0.3604187992163124 39.48415027704115, -0.3603814298927725 39.48413933844067, -0.3603707363517349 39.48413621274715, -0.3603312966681015 39.484124686579136, -0.3603037018754207 39.484116582513984, -0.3603192251818421 39.484084233752846, -0.3603540594899725 39.48401160456736, -0.360373244112017 39.48397159153038, -0.3603823326318212 39.48395260956112, -0.3603841052349578 39.48394877610803, -0.3603969780737736 39.48392195248995, -0.3604082114833684 39.483898514916405, -0.3603727794821482 39.48388861127553, -0.3603382699255788 39.48387890875241, -0.3603433145612825 39.483868483227596, -0.3603511563882453 39.48385172510256, -0.3603706345672623 39.483810097175734, -0.3603864411553436 39.48377640354041, -0.3603977086096264 39.48377972244254, -0.3604193244935673 39.48378606910689, -0.3604632429912945 39.48379904828311, -0.3604634753021914 39.48379905356031, -0.3604650810480349 39.483799630555865, -0.3604865841944617 39.483805884560304, -0.360509115719119 39.48381261235386, -0.360509921997413 39.48381281084213, -0.3605315379028216 39.483819157486266, -0.3605319957147986 39.48381934805879, -0.3605324569317644 39.483819448622114, -0.3605325730872525 39.48381945126064, -0.3605334921162022 39.483819742396506, -0.360565681969131 39.483829302082434, -0.3605671783709612 39.48382969641973, -0.3605901745339222 39.483836434752064, -0.3605982202978901 39.48383886967516, -0.3605828201452258 39.48387104110108, -0.360556439361005 39.48392611533689, -0.360538911295769 39.48396229231411, -0.3605333577932197 39.48397387741331, -0.3605257891657334 39.483989560718165, -0.3605018161466917 39.48403937452792, -0.3604948861697828 39.48405354086682, -0.360460437906853 39.48412518791314, -0.3604446687220558 39.48415789145429, -0.3604187992163124 39.48415027704115))"
"242","46","900","72391","YJ2773G","U","05","727232.78","4373985.22","2810","11",,"6","234","POLYGON ((-0.3591055274692734 39.48383819552778, -0.3590267480342412 39.48381559502912, -0.3590322529977517 39.48376229884272, -0.359033477680532 39.48374530032564, -0.359033655160156 39.483743682802114, -0.3590350719102081 39.48373389557196, -0.359043863788528 39.48365211666348, -0.3590460412324998 39.48363144625326, -0.3590462561870849 39.483628838629706, -0.3590469797300637 39.48362200849898, -0.3590486863804825 39.4836076334448, -0.3590917982121033 39.48362041462946, -0.3591983769720175 39.48365184475476, -0.3591459135140663 39.48375713467434, -0.3591417567471744 39.483765598420945, -0.3591319403294181 39.48378537452538, -0.3591286647820738 39.48379205656904, -0.3591055274692734 39.48383819552778))"
"242","46","900","63394","YJ2763G","U","01","726349.57","4373994.26","41","44",,"6","10525","POLYGON ((-0.369083475562904 39.48427345480371, -0.3684833443299441 39.48409203371347, -0.3684400081671868 39.48407898065831, -0.3684125352889908 39.484070701100144, -0.3684489222522369 39.48399675325654, -0.3685187901074282 39.48385500769635, -0.3687447751811226 39.48339608892677, -0.3687549644782878 39.483375599728106, -0.3689780507308286 39.48292256051825, -0.3697547482335112 39.483141398019214, -0.3697455529729191 39.48316019816411, -0.3698423352328085 39.483192567927276, -0.3696872319251898 39.48347373091648, -0.3695462607963068 39.48372845785701, -0.3694122243465369 39.48397190059487, -0.3692824383032985 39.48420742167732, -0.3692461433570177 39.48419569946192, -0.3692455693599714 39.48419550629302, -0.3692293557854013 39.484224687631716, -0.3691732066540585 39.48420611972778, -0.3691599742679548 39.48423023361448, -0.3691592264173358 39.484231567982036, -0.3691483537315537 39.484251681394305, -0.369083475562904 39.48427345480371))"
"242","46","900","62406","YJ2763G","U","12","726306.86","4373946.27","41","35",,"6","1224","POLYGON ((-0.3700562628502378 39.48386134882884, -0.370018133183835 39.48384895472222, -0.3700141152077333 39.48384760256671, -0.3699416449735193 39.483824071204566, -0.3699136217502567 39.48381496876404, -0.3698665371242228 39.48379957922826, -0.3698642377483463 39.483798896574974, -0.3697585818739721 39.48376443414058, -0.3697603336057693 39.48376114058604, -0.3697635776117165 39.48375526829714, -0.3698664358966095 39.483567874017595, -0.3698681808321048 39.483564760480725, -0.3699580796143005 39.48340040521901, -0.3702150099751274 39.483486577675905, -0.3702261447860996 39.48349034305932, -0.3702499108683142 39.48349826803718, -0.3702554218938683 39.483500104408044, -0.3702191889524385 39.483566939485094, -0.3701237250531607 39.48374324060979, -0.3700768755597043 39.483829564335224, -0.3700591294416354 39.483862404663085, -0.3700562628502378 39.48386134882884))"
"242","46","900","70386","YJ2773G","U","01","727068.62","4373837.12","1762","86",,"6","1451","POLYGON ((-0.3613661824530915 39.48254519159352, -0.3612234793082647 39.48250375427672, -0.3611475874028006 39.482481671230154, -0.3611828233095676 39.48241067244051, -0.3611727005432686 39.482407830044494, -0.3611437192797226 39.482399514524005, -0.3610315796926651 39.482367599554024, -0.3609611884547601 39.48234762321734, -0.3610054929748701 39.482264308411416, -0.3609893949646988 39.48225961864968, -0.3607616315148889 39.48219264622649, -0.3608528208597129 39.48200697700077, -0.3608612148838894 39.48200941981391, -0.3610133255647017 39.48205413416534, -0.3610232198937239 39.48203535061031, -0.3610689822573789 39.48204873177188, -0.3610754221252196 39.48205058967006, -0.3610804817784881 39.48205205587618, -0.3611514228883772 39.48207285540511, -0.3611763761197883 39.48208008849488, -0.3612567430992329 39.482103714528996, -0.3613234275130524 39.4821233362493, -0.3612878438730435 39.48219739013433, -0.3612831752003248 39.482207103550536, -0.3612740016574524 39.482225272890055, -0.3612448280467725 39.482283527001776, -0.3612348894867539 39.482303480696274, -0.3612263341257796 39.482320673117705, -0.3612197903863197 39.482333857325614, -0.3612165219195463 39.48234035942013, -0.3612136291428957 39.48234614935371, -0.3611987827531095 39.482375991199454, -0.3612765262069003 39.48239829643157, -0.3613010183583417 39.482405428938414, -0.3613363268045752 39.48241550965838, -0.3613753215318987 39.482426484855175, -0.3614173090277733 39.48243824869046, -0.3613661824530915 39.48254519159352))"
"242","46","900","70386","YJ2773G","U","04","727045.79","4373831.55","2576","16",,"6","248","POLYGON ((-0.3613010183583417 39.482405428938414, -0.3612765262069003 39.48239829643157, -0.3611987827531095 39.482375991199454, -0.3612136291428957 39.48234614935371, -0.3612165219195463 39.48234035942013, -0.3612197903863197 39.482333857325614, -0.3612263341257796 39.482320673117705, -0.3612348894867539 39.482303480696274, -0.3612448280467725 39.482283527001776, -0.3612740016574524 39.482225272890055, -0.3612831752003248 39.482207103550536, -0.3613297337819314 39.48222095312472, -0.3613508880772079 39.48222719904396, -0.3614183686890829 39.48224728922403, -0.3613915110130173 39.48230271319286, -0.3613858671656428 39.48230132382081, -0.3613585584434121 39.48235637719249, -0.3613626280586554 39.48236250540617, -0.3613477749201653 39.48239252729147, -0.3613462687575762 39.48239546594585, -0.3613363268045752 39.48241550965838, -0.3613010183583417 39.482405428938414))"
"242","46","900","70386","YJ2773G","U","02","727083.74","4373783.75","2676","1",,"6","632","POLYGON ((-0.3610689822573789 39.48204873177188, -0.3610232198937239 39.48203535061031, -0.3610133255647017 39.48205413416534, -0.3608612148838894 39.48200941981391, -0.3608528208597129 39.48200697700077, -0.360931045173865 39.481847498686506, -0.3609865881949547 39.48173444029672, -0.3612029772897627 39.481797820760434, -0.3611800437309107 39.48184477557379, -0.3611702179705676 39.48186482191261, -0.3611513314254545 39.481903130228524, -0.3611309250819252 39.4819447372293, -0.3611061095688542 39.481995342836036, -0.3611034652934251 39.48199456209112, -0.3610939058334617 39.48201371360469, -0.3610754221252196 39.48205058967006, -0.3610689822573789 39.48204873177188))"
"242","46","900","69383","YJ2763H","U","06","726955.19","4373898.32","2637","4",,"6","284","POLYGON ((-0.362353515455058 39.48299741097031, -0.3623221845568186 39.48297435829298, -0.3622503661323166 39.48292137864633, -0.3622163190605717 39.48289637246407, -0.3621901918282893 39.48287713142897, -0.3622940511630448 39.482792915904284, -0.3622949735894304 39.48279311701669, -0.3623320582568879 39.48279927394784, -0.362333790358664 39.482799583526045, -0.3623346957725609 39.482800234684845, -0.362368175683648 39.48282486761204, -0.3623979246087698 39.482846713241656, -0.3624058444397211 39.482852478383904, -0.3624172663772116 39.482860935531264, -0.3624182845443183 39.482861679335386, -0.3624730332921714 39.482901839473705, -0.3624719981120085 39.48290154571675, -0.3624524525544034 39.482917317640734, -0.3623737852032776 39.48298093480986, -0.362353515455058 39.48299741097031))"
"242","46","900","69383","YJ2763H","U","05","726946.16","4373892.35","2637","4","D","6","85","POLYGON ((-0.3624182845443183 39.482861679335386, -0.3624172663772116 39.482860935531264, -0.3624058444397211 39.482852478383904, -0.3623979246087698 39.482846713241656, -0.362434382053946 39.48281718161786, -0.3624537836471962 39.48282059486995, -0.3624539780561762 39.482818527291485, -0.3624661061791427 39.482820604316544, -0.3625545902282294 39.48283558522495, -0.3625068928595085 39.482928733143716, -0.3625037737080307 39.48292821191109, -0.362511072035414 39.482913513285844, -0.3624730332921714 39.482901839473705, -0.3624182845443183 39.482861679335386))"
"242","46","900","79322","YJ2773D","U","15","727937.79","4373346.12","563","34",,"6","1942","POLYGON ((-0.3510848324423086 39.47791901066997, -0.3510351703058209 39.47791661734763, -0.3508553167541307 39.477908012855345, -0.3508358215205787 39.4779071179683, -0.350651212936002 39.47789822458078, -0.3506526033894214 39.47788609460886, -0.3506474793549336 39.477886338127796, -0.3507359800015755 39.47770160662802, -0.350842042121368 39.47747988953063, -0.3508787817810033 39.477403162657254, -0.3509509890154524 39.47742408730529, -0.3509519079173811 39.477424378513064, -0.3510034176856371 39.477439336008594, -0.3510403275115804 39.47744999685133, -0.3510586099211888 39.47745527829267, -0.3510702243085997 39.477458605996645, -0.3511149533746203 39.477471517053026, -0.3512383187832072 39.477507481019416, -0.3512787881591959 39.47751930396353, -0.3512665519854659 39.47754460960982, -0.3512477604567386 39.477583368887494, -0.3512436031570825 39.47759183233958, -0.3512254401505125 39.47762934472925, -0.3512013537247605 39.47767897385326, -0.3511834502898349 39.47771577146051, -0.3511786610067508 39.477725571801, -0.3511610000847803 39.47776210467299, -0.3511364045714941 39.477812893301035, -0.3511177461176674 39.47785120515579, -0.3511134589743936 39.47786002598857, -0.3510955520255923 39.477896913586726, -0.3510848324423086 39.47791901066997))"
"242","46","900","78337","YJ2773D","U","01","727817.64","4373330.53","2390","16",,"6","674","POLYGON ((-0.3523242844165858 39.47781978627972, -0.3523436766401537 39.47778049999103, -0.3523741637471203 39.477718404351194, -0.3523848726499551 39.477696577159584, -0.3524335015704583 39.47759750896064, -0.3524455972911223 39.47757283059233, -0.3524701712844704 39.47752258170246, -0.3524946051944384 39.47747296022057, -0.3525056897671529 39.47745042088339, -0.3525558315624863 39.4773482340673, -0.3526863131582154 39.47738661079259, -0.3526311126082567 39.47749958288179, -0.3526270818667429 39.477507779009244, -0.3526141049231168 39.47753423905088, -0.3526088068866708 39.477545198986725, -0.3526045199498591 39.47755401988198, -0.3526009981670135 39.4775610564794, -0.3525967112281436 39.47756987737425, -0.3525749178399788 39.4776142439332, -0.3525662243883632 39.47763197308275, -0.352554883612105 39.4776551371934, -0.3525449296829983 39.477675450131855, -0.3525367451827616 39.47769201975002, -0.3525300670939062 39.4777056508344, -0.3525145759640216 39.47773709842533, -0.3525102958315194 39.47774573929862, -0.3524551151724113 39.47785817122658, -0.3523644023270167 39.47783169092675, -0.3523242844165858 39.47781978627972))"
"242","46","900","77324","YJ2773D","U","01","727812.63","4373234.74","993","17",,"6","1244","POLYGON ((-0.3525649189733412 39.47719754620685, -0.35255836365576 39.477195685211925, -0.3522883115023987 39.47711647207592, -0.3523460332247077 39.47700139551561, -0.3524583437213336 39.47677720671239, -0.3525095303313555 39.47667504370762, -0.3527269817168713 39.47674044588055, -0.3527345686275222 39.47674269071314, -0.3526855138341878 39.47684382134844, -0.3526928787108482 39.47684579086588, -0.3526952938173657 39.47684647649248, -0.3526928515729213 39.47685569976428, -0.3526854530775231 39.47688219681962, -0.352655862448652 39.4769880950246, -0.3526691985097991 39.47699200231155, -0.3526171817942939 39.47709459690292, -0.3525649189733412 39.47719754620685))"
"242","46","900","77364","YJ2773F","U","01","727786.59","4373647.68","3291","12","C","6","459","POLYGON ((-0.3529563152942982 39.48017021845175, -0.3529634619477595 39.48017488557817, -0.3529676264177689 39.48018461969879, -0.3529701307886823 39.480201342747286, -0.3529682965587492 39.480212922118874, -0.3529664828763425 39.480227024379886, -0.3529629236707488 39.48024730284438, -0.3529562795962732 39.48026309679716, -0.3529468206306077 39.48027954731705, -0.3529376178585945 39.48029537306696, -0.3529272979796157 39.48031000224357, -0.3529160900569184 39.48033271897181, -0.3529028496670894 39.48036304674808, -0.3528933873185843 39.480382650212675, -0.3528852266222703 39.48040777860417, -0.3528821353919787 39.48042797763978, -0.3528812884944099 39.48044417391198, -0.3527230953484287 39.48056002467274, -0.3527048595523022 39.48053816863724, -0.3526989356886828 39.4805227189767, -0.3526957241865544 39.48050318713282, -0.352695939112399 39.4804852648217, -0.3526964819473539 39.48046482755994, -0.3526957813878832 39.48044958698578, -0.3527021419720425 39.4804320749476, -0.3527062274772792 39.480419375746585, -0.3527110405565381 39.48040281940298, -0.352721650790358 39.480383602451305, -0.3527336480287965 39.48036766021062, -0.3527449483676749 39.48035170209174, -0.3527563409480747 39.480336376678444, -0.3527714092074103 39.480316090160386, -0.3527858080436035 39.48030425651815, -0.3528104892728741 39.480281846746394, -0.3528199893561524 39.480270442017314, -0.352837090271617 39.48025479620729, -0.3528518888045051 39.48024468330516, -0.3528745101595708 39.480227541694866, -0.352894313203506 39.48021114665489, -0.3529124902157909 39.48019777750959, -0.3529245899900043 39.480188323810154, -0.3529448746774635 39.48017148930092, -0.3529563152942982 39.48017021845175))"
"242","46","900","78351","YJ2773F","U","01","727834.44","4373588.81","530","30",,"6","764","POLYGON ((-0.3522805157836879 39.4799507757313, -0.3522072533659722 39.479930008014186, -0.352206218277583 39.47992971416853, -0.3521411511983583 39.479910484451594, -0.3521229876275926 39.47990511579632, -0.3521128724634457 39.47990209261686, -0.3520469992321219 39.47988266430444, -0.3520290645573471 39.47987739093717, -0.3520402829290564 39.47985440427429, -0.3520533903775869 39.47982758694027, -0.352057926912032 39.47981832132586, -0.3520719156904147 39.47978972234377, -0.3521306479308868 39.479669534058736, -0.3524778219027611 39.479772215675574, -0.3524713758766719 39.47978585203785, -0.3524602772199752 39.47980875138544, -0.3524894749042102 39.4798174343326, -0.3524655149132256 39.47986679632731, -0.3524520250184601 39.47989450586026, -0.3524414387384081 39.479916155669116, -0.3524367244700297 39.47991478704533, -0.352362126314929 39.47989245752143, -0.3523561480800111 39.47989069974857, -0.3523387262796345 39.47992705806545, -0.3523350676984232 39.47993463205274, -0.3523238012826204 39.47993131240018, -0.3522931073079745 39.479922234970864, -0.3522894863221407 39.47993188180218, -0.3522872112357954 39.47993669463157, -0.3522805157836879 39.4799507757313))"
"242","46","900","77345","YJ2773D","U","01","727770.82","4373403.00","1586","5",,"6","1828","POLYGON ((-0.3526223531893708 39.47844448079529, -0.3527670652708577 39.47815373533318, -0.3533413470547161 39.47832771147088, -0.3531981330936885 39.47861578919381, -0.3526223531893708 39.47844448079529))"
"242","46","900","69367","YJ2763F","U","01","726934.29","4373602.30","2932","16",,"6","675","POLYGON ((-0.362653563980703 39.48048458962922, -0.3625010045034821 39.480439506911786, -0.3625057958313486 39.480429616051964, -0.3625726934852289 39.48029285152934, -0.3625865551750319 39.480264428523924, -0.3626136433408048 39.480209009475715, -0.3626143980706253 39.48020749513344, -0.3626936508242268 39.48004524618351, -0.3626985650478849 39.480035177930645, -0.3628514892536114 39.480079818226926, -0.3628464520955527 39.480090063869646, -0.3626584748427065 39.48047461138936, -0.362653563980703 39.48048458962922))"
"242","46","900","69336","YJ2763D","U","04","726936.99","4373340.71","3140","22",,"6","373","POLYGON ((-0.3628284188210456 39.477952529466904, -0.3627004579647031 39.47791494198586, -0.3626620598221872 39.477903620446575, -0.3627359411341602 39.477751159006694, -0.3627362006366766 39.47775044420311, -0.3627430099210578 39.47773636505394, -0.362756625079782 39.47770829676352, -0.3629317291342133 39.47775956618482, -0.3629280684103889 39.47776723056016, -0.3629144567078952 39.47779520886293, -0.3628869873720498 39.477851520228306, -0.3628799288058955 39.47786604416182, -0.3628596375368211 39.47790774421164, -0.362836467405805 39.47795487420756, -0.3628284188210456 39.477952529466904))"
"242","46","900","69336","YJ2763D","U","07","726980.53","4373290.32","722","17",,"6","371","POLYGON ((-0.3624077877122847 39.47760641885536, -0.3623584648458053 39.47759196647034, -0.3623560496076753 39.4775912810407, -0.3622318748506999 39.47755504020386, -0.3622352761306522 39.47754809065469, -0.3623262837986941 39.47736079436184, -0.3623269738643894 39.47736099019899, -0.3623472112574121 39.47736685476626, -0.3624931330553391 39.477408994285376, -0.3625003753540841 39.47741114057461, -0.3624661480614845 39.47748324378765, -0.362452498819244 39.47751221213688, -0.3624277409189631 39.477564440951504, -0.362426853062743 39.47756640270486, -0.3624242099045319 39.47757174790829, -0.3624199105797904 39.47758092924509, -0.3624077877122847 39.47760641885536))"
"242","46","900","66329","YJ2763D","U","01","726653.93","4373280.58","2629","2",,"6","2341","POLYGON ((-0.3660431315132465 39.47759680992713, -0.3659810912740546 39.47760513300104, -0.3659541713804488 39.47759767619905, -0.3659433556075424 39.47759472842732, -0.3659432462564254 39.47759454577519, -0.3659383186621722 39.47758650644772, -0.3659222145497663 39.47758199741079, -0.3658828766484245 39.47757092589106, -0.365882763900165 39.47757083324854, -0.3658533536016197 39.47754620349844, -0.3658517751271261 39.477544906502736, -0.3658991164347911 39.47743940710417, -0.3659010705224471 39.477439991920185, -0.3659011934624227 39.47743981453364, -0.3659556440920076 39.47732150378074, -0.3659638695723888 39.477303762981755, -0.3659971742394001 39.47723136752111, -0.3659972971787396 39.47723119013443, -0.3659803782037585 39.477217473792294, -0.3659939199858911 39.47718823231439, -0.3660362046149739 39.47709658166604, -0.3660454407334424 39.47707670168764, -0.3661007237140795 39.47706876593039, -0.3661121772393077 39.4770671337207, -0.3661600989259706 39.47706020220767, -0.3662046286279603 39.47705382440023, -0.3662223947281962 39.477051254217464, -0.3662691481543276 39.477044476353335, -0.3663163661513841 39.4770377089996, -0.366333196292956 39.47703529776, -0.3663331928962648 39.477035387769725, -0.3663341295048903 39.47703829177203, -0.3663395061303561 39.47703751276341, -0.3663753901445217 39.47703229024046, -0.3663849744934945 39.477027822952564, -0.3663874610857245 39.47702661809495, -0.3664812891341317 39.47701379018694, -0.3665369874608648 39.47706261825884, -0.366537103605677 39.47706262089101, -0.3665409567630393 39.477062167693894, -0.3665739961164738 39.47709228471739, -0.3665801769048356 39.47709792007812, -0.3665818470860062 39.477096786801205, -0.3666279279517528 39.47713864037237, -0.366638818942724 39.47718888530542, -0.3666193295341896 39.47723096456173, -0.3666164170560157 39.47723729471497, -0.3666152800485074 39.47723970128901, -0.3666130902731294 39.477239201230525, -0.3666090305970565 39.47724820798674, -0.3665909070555564 39.47728797593676, -0.3665861145351467 39.477288678107314, -0.3665858788483654 39.4772887628528, -0.3665623589239013 39.47733291283804, -0.3665595639139757 39.477345371547585, -0.3664039997190662 39.477367700835806, -0.3663942985189055 39.477369102528456, -0.3663450922442889 39.47737618519483, -0.3662991584105054 39.4773828014895, -0.3662802239804647 39.47738552537619, -0.3662377948768542 39.47739168056097, -0.3662100951922512 39.47739564715509, -0.3661876560143582 39.47739883210941, -0.366141138030367 39.4774055251876, -0.3661070482215195 39.47748024514622, -0.3660986862258813 39.47749852338093, -0.3660837275385382 39.477531426307536, -0.3660832697504898 39.477531235757574, -0.3660739808590878 39.477527872174015, -0.3660720756157375 39.47753215314949, -0.3660431315132465 39.47759680992713))"
"242","46","900","62376","YJ2763E","U","09","726264.01","4373636.42","884","5",,"6","222","POLYGON ((-0.3705267165208093 39.48086364071472, -0.3705200754697345 39.48087637283475, -0.3703225132407853 39.48081298531813, -0.3703270347146499 39.48080714191911, -0.3703357156379845 39.480795807274575, -0.370366020419604 39.48075667475805, -0.37036650876845 39.48075605520253, -0.3703955943399321 39.48071842656077, -0.3703990161697593 39.48071399966117, -0.3704052204992991 39.48071594179949, -0.3705764238515522 39.48076927360942, -0.3705595190168094 39.480801412381666, -0.3705305919486808 39.48085643138758, -0.3705267165208093 39.48086364071472))"
"242","46","900","67367","YJ2763F","U","11","726696.38","4373595.02","332","3",,"6","312","POLYGON ((-0.365456624617358 39.48045259421399, -0.3653470582034368 39.48042029132763, -0.36532486549309 39.48041384241973, -0.3653374592543516 39.48038818301161, -0.3654118675235449 39.48023708313168, -0.3654139378337243 39.480237670591585, -0.3655714458533866 39.48028412289887, -0.3655734000163629 39.480284707722724, -0.3655050260032348 39.48042378282053, -0.3654991013887772 39.480435990367674, -0.3654866340213515 39.48046138239941, -0.365456624617358 39.48045259421399))"
"242","46","900","62352","YJ2763E","U","03","726272.70","4373600.16","884","6",,"6","1242","POLYGON ((-0.3704333196442093 39.48046694738539, -0.3703778175030834 39.48044362012938, -0.3702543462549446 39.48039154845365, -0.3702494230080686 39.48038954521336, -0.3702487362800662 39.48038925941169, -0.3702438910507917 39.480385185942296, -0.3702437155935491 39.48038058754888, -0.3702807596389306 39.4803261126537, -0.3703760948065007 39.48018701416608, -0.3704159695107651 39.480128369206255, -0.3705552453379574 39.4801867440685, -0.3707094005256067 39.480251311083194, -0.3707523159943414 39.4802693085271, -0.3708105650534333 39.48029377879797, -0.370799388302464 39.4803096514315, -0.3707170940876121 39.48042661375958, -0.3706306198284674 39.48054960733546, -0.3705061062270621 39.48049742225135, -0.3704333196442093 39.48046694738539))"
"242","46","900","67367","YJ2763F","U","09","726724.79","4373585.14","332","7",,"6","314","POLYGON ((-0.3651213663117188 39.48035391495806, -0.3649992656194025 39.480317994319094, -0.3650862717270415 39.480141145286375, -0.3650888032318699 39.48014183329663, -0.3652461912491521 39.48018837340704, -0.3652481454064572 39.480188958236205, -0.3651675255041616 39.480353700416806, -0.3651616042368296 39.48036581793548, -0.3651213663117188 39.48035391495806))"
"242","46","900","62352","YJ2763E","U","16","726198.77","4373597.63","41","6","D","6","667","POLYGON ((-0.3712671872444852 39.48048527404303, -0.3711701594951023 39.480444071436956, -0.3710373226231815 39.480387554630106, -0.3709401857846399 39.48034616919247, -0.3708767980270427 39.48031924046367, -0.3708733643765836 39.48031781147344, -0.3709697920592208 39.4801805389385, -0.3709865007137719 39.480156683640736, -0.3709930008632661 39.48014151596149, -0.371211127248146 39.48019284549588, -0.3711904322435818 39.480217601597026, -0.3711750919877882 39.480235992591574, -0.3711084820847829 39.480316194303214, -0.371337431639628 39.480391911711415, -0.3713491162707189 39.48039650020249, -0.3713301269168767 39.48040066505098, -0.3713238743310112 39.48040926201808, -0.3713116353630796 39.480425561105925, -0.3712671872444852 39.48048527404303))"
"242","46","900","67358","YJ2763F","U","07","726704.40","4373530.68","3140","7",,"6","371","POLYGON ((-0.3653721419574963 39.47989754669998, -0.3653682336566677 39.479896377046245, -0.3652839559314132 39.47987167424102, -0.3652518799061828 39.479862208539785, -0.365259948968172 39.479845545295184, -0.3653510409506117 39.47965896923702, -0.3654848553910178 39.47969866845547, -0.3655101533372893 39.47970599851302, -0.3655180860725124 39.47970834044364, -0.3654407285712988 39.479866760650175, -0.3654189356233534 39.47991130987261, -0.3653721419574963 39.47989754669998))"
"242","46","900","63387","YJ2763G","U","09","726294.00","4373845.70","41","38",,"6","328","POLYGON ((-0.3700424802402031 39.48270027002102, -0.3699733668784891 39.48268023795918, -0.3699558878187812 39.482675157829235, -0.3699132220001543 39.48266284119466, -0.3698911442713322 39.48265639575271, -0.3698442248707465 39.48264281168745, -0.3698065231958449 39.48263141815795, -0.3698310962521187 39.48257783227972, -0.3698579949468943 39.48252114600229, -0.3698812307795367 39.48252770775028, -0.3698961815459892 39.482532009970654, -0.3699440199404063 39.48254588507521, -0.3699718476780879 39.48255399212633, -0.3700150840363582 39.48256659191235, -0.3701313252775986 39.482600843242174, -0.3700788186729841 39.48271082183996, -0.3700424802402031 39.48270027002102))"
"242","46","900","69371","YJ2763H","U","03","726949.40","4373823.37","770","14",,"6","547","POLYGON ((-0.3625508047602647 39.48230831261736, -0.3625412627119722 39.482305483521394, -0.3623353623813926 39.48224441561296, -0.3623284646513048 39.48224236721769, -0.362398045362227 39.48209926760916, -0.3624304313694526 39.4820328882331, -0.3626686586142303 39.4820691051009, -0.3626214576888825 39.48216451651619, -0.3626209590562015 39.482165406064496, -0.3626169325711461 39.48217351255375, -0.3625508047602647 39.48230831261736))"
"242","46","900","63386","YJ2763G","U","01","726343.62","4373816.51","2300","2",,"6","369","POLYGON ((-0.369704583978434 39.48243055962488, -0.3695820777217774 39.482395985875485, -0.3694730292608172 39.48236523004036, -0.3693468436506467 39.48232958179697, -0.3693914666966879 39.482234469535086, -0.3694285050963767 39.48224494731459, -0.369506497225809 39.48226689234046, -0.3695143176364072 39.48226914137204, -0.3695602116929582 39.482282161836736, -0.3695836797234701 39.48228872889976, -0.3696264715850083 39.48230077824627, -0.3697122808765085 39.48232506217171, -0.3697498967539315 39.482335643008085, -0.3697211166312112 39.482395980227594, -0.369704583978434 39.48243055962488))"
"242","46","900","62376","YJ2763G","U","02","726302.58","4373770.98","1704","16",,"6","183","POLYGON ((-0.3700711505389137 39.482004368631074, -0.3699348726605207 39.48196506931587, -0.3699745406115513 39.48188110549592, -0.3699788324687964 39.48187210388093, -0.3699806078858818 39.48186818025082, -0.3699814955943456 39.48186621843575, -0.3699943745494205 39.48183912357925, -0.3701048620190309 39.481874866257115, -0.370104087074598 39.48187692071203, -0.3701093690562727 39.48187866181822, -0.3701276304727325 39.48188457041057, -0.370115250096124 39.48191077569934, -0.3700860677411405 39.481972545301716, -0.3700711505389137 39.482004368631074))"
