POB_NOMBRE/String/set/size=100/set/order=20/set/label=Nombre;COD_PROVINCIA/Integer/set/order=30/set/label=Provincia/set/fk=true/set/fk_table=esp_provincias/set/fk_code=COD_PROVINCIA/set/fk_label=FORMAT('%02d - %s', COD_PROVINCIA, PRO_NAME)/set/foreingkey_closedlist=false/set/relation=1;COD_POBLACION/Integer/set/order=10/set/label=Poblacion;COD_ORIGENCOORDENADAS/Integer/set/order=40/set/label=Origen de las coordenadas/set/fk=true/set/fk_table=origen_coordenadas/set/fk_code=COD_ORIGENCOORDENADAS/set/fk_label=FORMAT('%02d - %s', COD_ORIGENCOORDENADAS, ORI_DESCRIPCION)/set/foreingkey_closedlist=true/set/relation=1;GEOMETRY/Geometry/set/srs=EPSG@4258/set/geomtype=Point@2D/set/order=60/set/hidden=true
"Rioja";"4";"4078";"1";"POINT (-2.46389912 36.94267969)"
"Roquetas de Mar";"4";"4079";"1";"POINT (-2.6150576 36.764678540000006)"
"Santa Cruz de Marchena";"4";"4080";"1";"POINT (-2.60298289 37.01700109)"
"Santa Fe de Mondújar";"4";"4081";"1";"POINT (-2.5313124 36.97425446)"
"Senés";"4";"4082";"1";"POINT (-2.34726177 37.20447008)"
"Serón";"4";"4083";"1";"POINT (-2.50991257 37.34295293)"
"Sierro";"4";"4084";"1";"POINT (-2.39864285 37.32144567)"
"Somontín";"4";"4085";"1";"POINT (-2.38745675 37.39094721)"
"Sorbas";"4";"4086";"1";"POINT (-2.124113 37.09821538)"
"Suflí";"4";"4087";"1";"POINT (-2.39014365 37.33823085)"
"Tabernas";"4";"4088";"1";"POINT (-2.39150625 37.04984427)"
"Taberno";"4";"4089";"1";"POINT (-2.07770837 37.46930863)"
"Tahal";"4";"4090";"1";"POINT (-2.28473564 37.22770702)"
"Terque";"4";"4091";"1";"POINT (-2.5960885000000005 36.98374179)"
"Tíjola";"4";"4092";"1";"POINT (-2.43885542 37.34438543)"
"Turre";"4";"4093";"2";"POINT (-1.8947823099999999 37.15219777)"
"Turrillas";"4";"4094";"1";"POINT (-2.26512269 37.0299004)"
"Uleila del Campo";"4";"4095";"1";"POINT (-2.2035137 37.18525562)"
"Urrácal";"4";"4096";"1";"POINT (-2.36518023 37.39750865)"
"Velefique";"4";"4097";"1";"POINT (-2.40192493 37.19492499)"
"Vélez-Blanco";"4";"4098";"1";"POINT (-2.09608111 37.69085853)"
"Vélez-Rubio";"4";"4099";"1";"POINT (-2.07415558 37.64799415)"
"Vera";"4";"4100";"1";"POINT (-1.8687750699999999 37.24675325)"
"Viator";"4";"4101";"1";"POINT (-2.42781271 36.88906423)"
"Vícar";"4";"4102";"1";"POINT (-2.64392746 36.83084658)"
"Zurgena";"4";"4103";"1";"POINT (-2.03993235 37.34234106)"
"Doña María Ocaña";"4";"4901";"1";"POINT (-2.71216116 37.13516947000001)"
"El Ejido";"4";"4902";"1";"POINT (-2.81490838 36.77576137)"
"La Mojonera";"4";"4903";"1";"POINT (-2.68308803 36.75456705)"
"Balanegra";"4";"4904";"1";"POINT (-2.90884074 36.74594326)"
"Adanero";"5";"5001";"1";"POINT (-4.60377542 40.94423557)"
"La Adrada";"5";"5002";"1";"POINT (-4.637460330000001 40.30136381)"
"Albornos";"5";"5005";"1";"POINT (-4.88627099 40.83545261)"
"Aldeanueva de Santa Cruz";"5";"5007";"1";"POINT (-5.41959204 40.38196006)"
"Aldeaseca";"5";"5008";"1";"POINT (-4.81751947 41.04920154)"
"La Aldehuela";"5";"5010";"2";"POINT (-5.408369 40.410172)"
"Amavida";"5";"5012";"1";"POINT (-5.06123239 40.57148196)"
"El Arenal";"5";"5013";"1";"POINT (-5.08685361 40.26521196)"
"Arenas de San Pedro";"5";"5014";"1";"POINT (-5.0911461 40.20868842)"
"Arevalillo";"5";"5015";"1";"POINT (-5.37199751 40.58706309)"
"Arévalo";"5";"5016";"1";"POINT (-4.71892472 41.06550483)"
"Aveinte";"5";"5017";"1";"POINT (-4.83760071 40.78314581)"
"Avellaneda";"5";"5018";"1";"POINT (-5.38806013 40.38865969)"
"Ávila";"5";"5019";"1";"POINT (-4.69771277 40.65586958)"
"El Barco de Ávila";"5";"5021";"1";"POINT (-5.52704093 40.35576349)"
"El Barraco";"5";"5022";"1";"POINT (-4.64114216 40.47607893)"
"Barromán";"5";"5023";"1";"POINT (-4.93135736 41.06568002)"
"Becedas";"5";"5024";"1";"POINT (-5.63456079 40.40515651)"
"Becedillas";"5";"5025";"1";"POINT (-5.33091124 40.53862676)"
"Bercial de Zapardiel";"5";"5026";"1";"POINT (-4.97072941 41.04621476)"
"Las Berlanas";"5";"5027";"1";"POINT (-4.76116873 40.80356051)"
"Bernuy-Zapardiel";"5";"5029";"1";"POINT (-4.94334789 40.97602472)"
"Berrocalejo de Aragona";"5";"5030";"1";"POINT (-4.5922361 40.69953051)"
"Blascomillán";"5";"5033";"1";"POINT (-5.08872691 40.8016527)"
"Blasconuño de Matacabras";"5";"5034";"1";"POINT (-4.98988245 41.12387142)"
"Blascosancho";"5";"5035";"1";"POINT (-4.63734676 40.87824933)"
"El Bohodón";"5";"5036";"1";"POINT (-4.72983798 40.91626371)"
"Bohoyo";"5";"5037";"1";"POINT (-5.44265278 40.31665496)"
"Bonilla de la Sierra";"5";"5038";"1";"POINT (-5.26499051 40.53083069)"
"Brabos";"5";"5039";"1";"POINT (-4.93950653 40.78034277)"
"Bularros";"5";"5040";"1";"POINT (-4.86504123 40.72400997)"
"Burgohondo";"5";"5041";"1";"POINT (-4.78592781 40.41614328)"
"Cabezas de Alambre";"5";"5042";"1";"POINT (-4.84057883 40.94315804)"
"Cabezas del Pozo";"5";"5043";"1";"POINT (-4.95481242 41.00123218)"
"Cabezas del Villar";"5";"5044";"1";"POINT (-5.21188659 40.71627838)"
"Cabizuela";"5";"5045";"1";"POINT (-4.80129441 40.90118972)"
"Canales";"5";"5046";"1";"POINT (-4.90117313 41.00396705)"
"Candeleda";"5";"5047";"1";"POINT (-5.23914852 40.15248281)"
"Cantiveros";"5";"5048";"1";"POINT (-4.95618555 40.95192842)"
"Cardeñosa";"5";"5049";"1";"POINT (-4.74363401 40.74228434)"
"La Carrera";"5";"5051";"1";"POINT (-5.55514674 40.34733577000001)"
"Casas del Puerto";"5";"5052";"1";"POINT (-5.19835696 40.52856873)"
"Casasola";"5";"5053";"1";"POINT (-4.82825364 40.66685716)"
"Casavieja";"5";"5054";"1";"POINT (-4.7658077 40.27929676)"
"Casillas";"5";"5055";"1";"POINT (-4.57233428 40.32320357)"
"Castellanos de Zapardiel";"5";"5056";"1";"POINT (-4.90890242 41.08471768)"
"Cebreros";"5";"5057";"1";"POINT (-4.46439928 40.45477868)"
"Cepeda la Mora";"5";"5058";"1";"POINT (-5.04919741 40.45915722)"
"Cillán";"5";"5059";"1";"POINT (-4.97799497 40.70436552)"
"Cisla";"5";"5060";"1";"POINT (-5.01322747 40.96529531)"
"La Colilla";"5";"5061";"1";"POINT (-4.76650196 40.64673944)"
"Collado de Contreras";"5";"5062";"1";"POINT (-4.93002136 40.8877304)"
"Collado del Mirón";"5";"5063";"1";"POINT (-5.35355748 40.554489860000004)"
"Constanzana";"5";"5064";"1";"POINT (-4.87406351 40.93842104000001)"
"Crespos";"5";"5065";"1";"POINT (-4.96994627 40.87320139)"
"Cuevas del Valle";"5";"5066";"1";"POINT (-5.00939452 40.29420346)"
"Chamartín";"5";"5067";"1";"POINT (-4.95811175 40.70161495)"
"Donjimeno";"5";"5069";"1";"POINT (-4.84498084 40.96004917)"
"Donvidas";"5";"5070";"1";"POINT (-4.80472375 41.088639480000005)"
"Espinosa de los Caballeros";"5";"5072";"1";"POINT (-4.65097435 41.00911924)"
"Flores de Ávila";"5";"5073";"1";"POINT (-5.07809713 40.93420293)"
"Fontiveros";"5";"5074";"1";"POINT (-4.96743565 40.9302718)"
"Fresnedilla";"5";"5075";"1";"POINT (-4.62111813 40.2319559)"
"El Fresno";"5";"5076";"1";"POINT (-4.75728726 40.6141894)"
"Fuente el Saúz";"5";"5077";"1";"POINT (-4.90922087 40.97751384)"
"Fuentes de Año";"5";"5078";"1";"POINT (-4.89800749 41.01754859)"
"Gallegos";"5";"5079";"1";"POINT (-4.90142455 40.70564361)"
"Gallegos de Sobrinos";"5";"5080";"2";"POINT (-5.111145 40.716598)"
"Garganta del Villar";"5";"5081";"1";"POINT (-5.10523822 40.449708150000006)"
"Gavilanes";"5";"5082";"1";"POINT (-4.85383975 40.27685672)"
"Gemuño";"5";"5083";"1";"POINT (-4.78230282 40.59292508)"
"Gilbuena";"5";"5084";"1";"POINT (-5.60883757 40.4142884)"
"Gil García";"5";"5085";"1";"POINT (-5.59614999 40.29722194)"
"Gimialcón";"5";"5086";"1";"POINT (-5.12294363 40.877313730000004)"
"Gotarrendura";"5";"5087";"1";"POINT (-4.73909452 40.82713572)"
"Grandes";"5";"5088";"1";"POINT (-4.958777170000001 40.75500242)"
"Guisando";"5";"5089";"1";"POINT (-5.14011248 40.22196303)"
"Gutierre-Muñoz";"5";"5090";"1";"POINT (-4.63649134 40.98269875)"
"Hernansancho";"5";"5092";"1";"POINT (-4.73033726 40.85748892)"
"El Herradón";"5";"5093";"1";"POINT (-4.56022994 40.56531144)"
"Herreros de Suso";"5";"5094";"1";"POINT (-5.03849366 40.80253351)"
"Higuera de las Dueñas";"5";"5095";"1";"POINT (-4.60112267 40.23788276)"
"La Hija de Dios";"5";"5096";"1";"POINT (-4.97266473 40.5338715)"
"La Horcajada";"5";"5097";"1";"POINT (-5.46643139 40.43530535)"
"Horcajo de las Torres";"5";"5099";"1";"POINT (-5.09061991 41.06488191)"
"El Hornillo";"5";"5100";"1";"POINT (-5.10365524 40.2499538)"
"Hoyocasero";"5";"5101";"1";"POINT (-4.97560667 40.39950776)"
"El Hoyo de Pinares";"5";"5102";"1";"POINT (-4.422706400000001 40.50212632)"
"Hoyorredondo";"5";"5103";"1";"POINT (-5.40982245 40.46235174)"
"Hoyos del Collado";"5";"5104";"1";"POINT (-5.19937502 40.35870192)"
"Hoyos del Espino";"5";"5105";"1";"POINT (-5.17905228 40.36204127)"
"Hoyos de Miguel Muñoz";"5";"5106";"1";"POINT (-5.06690238 40.3934329)"
"Hurtumpascual";"5";"5107";"1";"POINT (-5.1109785 40.69275778)"
"Junciana";"5";"5108";"1";"POINT (-5.55741457 40.41102429)"
"Langa";"5";"5109";"1";"POINT (-4.8591111 41.00755363)"
"Lanzahíta";"5";"5110";"1";"POINT (-4.93695407 40.20367903)"
"El Losar del Barco";"5";"5112";"1";"POINT (-5.53901427 40.39240577)"
"Los Llanos de Tormes";"5";"5113";"1";"POINT (-5.49867436 40.32831194)"
"Madrigal de las Altas Torres";"5";"5114";"1";"POINT (-4.9983297 41.08975855)"
"Maello";"5";"5115";"1";"POINT (-4.5098191 40.8110326)"
"Malpartida de Corneja";"5";"5116";"1";"POINT (-5.35099316 40.52069073)"
"Mamblas";"5";"5117";"1";"POINT (-5.00984865 41.01919223)"
"Mancera de Arriba";"5";"5118";"1";"POINT (-5.14830175 40.79092914)"
"Manjabálago";"5";"5119";"1";"POINT (-5.07671016 40.66430220000001)"
"Marlín";"5";"5120";"1";"POINT (-4.82937834 40.71276225)"
"Martiherrero";"5";"5121";"1";"POINT (-4.78179568 40.67393415)"
"Martínez";"5";"5122";"1";"POINT (-5.34692026 40.63081246)"
"Mediana de Voltoya";"5";"5123";"1";"POINT (-4.56260008 40.70062006)"
"Medinilla";"5";"5124";"1";"POINT (-5.61826337 40.43974687)"
"Mengamuñoz";"5";"5125";"1";"POINT (-4.99909673 40.50080697)"
"Mesegar de Corneja";"5";"5126";"1";"POINT (-5.3015071 40.50157206)"
"Mijares";"5";"5127";"1";"POINT (-4.83846916 40.29776767)"
"Mingorría";"5";"5128";"1";"POINT (-4.6651746 40.75102765)"
"El Mirón";"5";"5129";"1";"POINT (-5.40518728 40.53167299)"
"Mironcillo";"5";"5130";"1";"POINT (-4.82534856 40.55495884)"
"Mirueña de los Infanzones";"5";"5131";"1";"POINT (-5.09371737 40.73749901)"
"Mombeltrán";"5";"5132";"1";"POINT (-5.01788793 40.26016615)"
"Monsalupe";"5";"5133";"1";"POINT (-4.78130421 40.76920147)"
"Moraleja de Matacabras";"5";"5134";"1";"POINT (-4.95709677 41.10730121)"
"Muñana";"5";"5135";"1";"POINT (-5.01464764 40.59096044000001)"
"Muñico";"5";"5136";"1";"POINT (-5.02790731 40.70662475)"
"Muñogalindo";"5";"5138";"1";"POINT (-4.90139731 40.60386238)"
"Muñogrande";"5";"5139";"1";"POINT (-4.921426820000001 40.82157685)"
"Muñomer del Peco";"5";"5140";"1";"POINT (-4.88046515 40.8595712)"
"Muñopepe";"5";"5141";"1";"POINT (-4.820582690000001 40.63359439)"
"Muñosancho";"5";"5142";"1";"POINT (-5.03504576 40.92197306)"
"Muñotello";"5";"5143";"1";"POINT (-5.04068939 40.54269682)"
"Narrillos del Álamo";"5";"5144";"1";"POINT (-5.46669469 40.56705525)"
"Narrillos del Rebollar";"5";"5145";"1";"POINT (-4.96587472 40.66491971)"
"Narros del Castillo";"5";"5147";"1";"POINT (-5.0596323 40.85896048)"
"Narros del Puerto";"5";"5148";"1";"POINT (-4.98967711 40.5406329)"
"Narros de Saldueña";"5";"5149";"1";"POINT (-4.869505610000001 40.87487342)"
"Navacepedilla de Corneja";"5";"5151";"1";"POINT (-5.1843499 40.4858388)"
"Nava de Arévalo";"5";"5152";"1";"POINT (-4.7763084 40.97853053)"
"Nava del Barco";"5";"5153";"1";"POINT (-5.54153356 40.29330109)"
"Navadijos";"5";"5154";"1";"POINT (-5.08356359 40.42559007)"
"Navaescurial";"5";"5155";"1";"POINT (-5.27677503 40.47160594)"
"Navahondilla";"5";"5156";"1";"POINT (-4.49364928 40.32528223)"
"Navalacruz";"5";"5157";"1";"POINT (-4.93221308 40.43997747)"
"Navalmoral";"5";"5158";"1";"POINT (-4.7632382 40.45986732)"
"Navalonguilla";"5";"5159";"1";"POINT (-5.49815864 40.27760913)"
"Navalosa";"5";"5160";"1";"POINT (-4.93118074 40.40182635)"
"Navalperal de Pinares";"5";"5161";"1";"POINT (-4.4091325 40.59448598)"
"Navalperal de Tormes";"5";"5162";"1";"POINT (-5.30007964 40.35287936)"
"Navaluenga";"5";"5163";"1";"POINT (-4.70814773 40.41273328)"
"Navaquesera";"5";"5164";"1";"POINT (-4.9087644 40.42502608)"
"Navarredonda de Gredos";"5";"5165";"1";"POINT (-5.13611924 40.36211331)"
"Navarredondilla";"5";"5166";"1";"POINT (-4.82124612 40.45356275)"
"Navarrevisca";"5";"5167";"1";"POINT (-4.89511844 40.36422772)"
"Las Navas del Marqués";"5";"5168";"1";"POINT (-4.32600955 40.60304637)"
"Navatalgordo";"5";"5169";"1";"POINT (-4.86979955 40.41539353)"
"Navatejares";"5";"5170";"1";"POINT (-5.5308502100000005 40.33578195)"
"Neila de San Miguel";"5";"5171";"1";"POINT (-5.65100832 40.42461504)"
"Niharra";"5";"5172";"1";"POINT (-4.83946125 40.58858781)"
"Ojos-Albos";"5";"5173";"1";"POINT (-4.51642844 40.70646053)"
"Orbita";"5";"5174";"1";"POINT (-4.64724662 40.99838127)"
"El Oso";"5";"5175";"1";"POINT (-4.77127014 40.84284248)"
"Padiernos";"5";"5176";"1";"POINT (-4.84478522 40.62193213)"
"Pajares de Adaja";"5";"5177";"1";"POINT (-4.64035589 40.92369651)"
"Palacios de Goda";"5";"5178";"1";"POINT (-4.7849894 41.11785196000001)"
"Papatrigo";"5";"5179";"1";"POINT (-4.83148368 40.87015084)"
"El Parral";"5";"5180";"1";"POINT (-4.99028495 40.79782671)"
"Pascualcobo";"5";"5181";"1";"POINT (-5.27726468 40.6553393)"
"Pedro Bernardo";"5";"5182";"1";"POINT (-4.91435677 40.24318819)"
"Pedro-Rodríguez";"5";"5183";"1";"POINT (-4.78531524 40.93652348)"
"Peguerinos";"5";"5184";"1";"POINT (-4.23331613 40.62652248)"
"Peñalba de Ávila";"5";"5185";"1";"POINT (-4.74734866 40.77199055)"
"Piedrahíta";"5";"5186";"1";"POINT (-5.327919260000001 40.46377754)"
"Piedralaves";"5";"5187";"1";"POINT (-4.69830037 40.31768435)"
"Poveda";"5";"5188";"1";"POINT (-5.079676860000001 40.56628666)"
"Poyales del Hoyo";"5";"5189";"1";"POINT (-5.16544718 40.1724327)"
"Pozanco";"5";"5190";"1";"POINT (-4.66945582 40.80000542)"
"Pradosegar";"5";"5191";"1";"POINT (-5.07194337 40.54877889)"
"Puerto Castilla";"5";"5192";"1";"POINT (-5.62943843 40.28982213)"
"Rasueros";"5";"5193";"1";"POINT (-5.0749183 41.02309217)"
"Riocabado";"5";"5194";"1";"POINT (-4.80605215 40.83337644)"
"Riofrío";"5";"5195";"1";"POINT (-4.7779986 40.54728355)"
"Rivilla de Barajas";"5";"5196";"1";"POINT (-4.98775612 40.90129693)"
"Salobral";"5";"5197";"1";"POINT (-4.81089062 40.6114066)"
"Salvadiós";"5";"5198";"1";"POINT (-5.09616762 40.87683079)"
"San Bartolomé de Béjar";"5";"5199";"1";"POINT (-5.66269263 40.40828588)"
"San Bartolomé de Corneja";"5";"5200";"1";"POINT (-5.3852527 40.49287529)"
"San Bartolomé de Pinares";"5";"5201";"1";"POINT (-4.54007894 40.54318685)"
"Sanchidrián";"5";"5204";"1";"POINT (-4.58156208 40.89198117)"
"Sanchorreja";"5";"5205";"1";"POINT (-4.91485123 40.6648407)"
"San Esteban de los Patos";"5";"5206";"1";"POINT (-4.62473304 40.74608208)"
"San Esteban del Valle";"5";"5207";"1";"POINT (-4.97954984 40.275719560000006)"
"San Esteban de Zapardiel";"5";"5208";"1";"POINT (-4.90123587 41.09215849)"
"San García de Ingelmos";"5";"5209";"1";"POINT (-5.11618039 40.76993145)"
"San Juan de la Encinilla";"5";"5210";"1";"POINT (-4.83969097 40.82881844)"
"San Juan de la Nava";"5";"5211";"1";"POINT (-4.68397122 40.478246490000004)"
"San Juan del Molinillo";"5";"5212";"1";"POINT (-4.81925634 40.45892707)"
"San Juan del Olmo";"5";"5213";"1";"POINT (-5.050250040000001 40.6531732)"
"San Lorenzo de Tormes";"5";"5214";"1";"POINT (-5.48740524 40.3707565)"
"San Martín de la Vega del Alberche";"5";"5215";"1";"POINT (-5.15637504 40.42971228)"
"San Martín del Pimpollar";"5";"5216";"1";"POINT (-5.05612783 40.36843829)"
"San Miguel de Corneja";"5";"5217";"1";"POINT (-5.28665207 40.48772442)"
"San Miguel de Serrezuela";"5";"5218";"1";"POINT (-5.28809206 40.6703663)"
"San Pascual";"5";"5219";"1";"POINT (-4.75662182 40.88239478)"
"San Pedro del Arroyo";"5";"5220";"1";"POINT (-4.867617870000001 40.80511148)"
"Santa Cruz del Valle";"5";"5221";"1";"POINT (-5.00337327 40.25084253)"
"Santa Cruz de Pinares";"5";"5222";"1";"POINT (-4.57937886 40.54221491)"
"Santa María del Arroyo";"5";"5224";"1";"POINT (-4.92429815 40.60413154)"
"Santa María del Berrocal";"5";"5225";"1";"POINT (-5.40604773 40.50953207)"
"Santa María de los Caballeros";"5";"5226";"1";"POINT (-5.45157451 40.38817734)"
"Santa María del Tiétar";"5";"5227";"1";"POINT (-4.55499216 40.30401501)"
"Santiago del Collado";"5";"5228";"1";"POINT (-5.35658286 40.433561010000005)"
"Santo Domingo de las Posadas";"5";"5229";"1";"POINT (-4.63302434 40.81240832000001)"
"Santo Tomé de Zabarcos";"5";"5230";"1";"POINT (-4.91030758 40.787784030000005)"
"San Vicente de Arévalo";"5";"5231";"1";"POINT (-4.80063719 40.96798343)"
"La Serrada";"5";"5232";"1";"POINT (-4.79267984 40.63147261)"
"Serranillos";"5";"5233";"1";"POINT (-4.9111883800000005 40.33734323)"
"Sigeres";"5";"5234";"1";"POINT (-4.93262663 40.79932062)"
"Sinlabajos";"5";"5235";"1";"POINT (-4.8319548 41.07717554)"
"Solana de Ávila";"5";"5236";"1";"POINT (-5.61476569 40.31471880000001)"
"Solana de Rioalmar";"5";"5237";"1";"POINT (-5.01011096 40.73792327000001)"
"Solosancho";"5";"5238";"1";"POINT (-4.90618079 40.55422071)"
"Sotalbo";"5";"5239";"1";"POINT (-4.85000498 40.54195506)"
"Sotillo de la Adrada";"5";"5240";"1";"POINT (-4.58061179 40.29254199)"
"El Tiemblo";"5";"5241";"1";"POINT (-4.50074945 40.41568332)"
"Tiñosillos";"5";"5242";"1";"POINT (-4.72846115 40.93452518)"
"Tolbaños";"5";"5243";"1";"POINT (-4.58143919 40.75147571)"
"Tormellas";"5";"5244";"1";"POINT (-5.5096253 40.30493371)"
"Tornadizos de Ávila";"5";"5245";"1";"POINT (-4.61427449 40.62636604)"
"Tórtoles";"5";"5246";"1";"POINT (-5.25924223 40.56176842)"
"La Torre";"5";"5247";"1";"POINT (-4.964783220000001 40.58857728)"
"Umbrías";"5";"5249";"2";"POINT (-5.579068 40.313466)"
"Vadillo de la Sierra";"5";"5251";"1";"POINT (-5.12652621 40.60628434)"
"Valdecasa";"5";"5252";"1";"POINT (-5.01157755 40.65918664)"
"Vega de Santa María";"5";"5253";"1";"POINT (-4.64251794 40.83583842)"
"Velayos";"5";"5254";"1";"POINT (-4.622553090000001 40.8410303)"
"Villaflor";"5";"5256";"1";"POINT (-4.87376482 40.75894553)"
"Villafranca de la Sierra";"5";"5257";"1";"POINT (-5.2299742600000005 40.49732636)"
"Villanueva de Gómez";"5";"5258";"1";"POINT (-4.71624255 40.88368722)"
"Villanueva del Aceral";"5";"5259";"1";"POINT (-4.85302538 41.0416012)"
"Villanueva del Campillo";"5";"5260";"1";"POINT (-5.17990231 40.57833664)"
"Villar de Corneja";"5";"5261";"1";"POINT (-5.43253663 40.47509037)"
"Villarejo del Valle";"5";"5262";"1";"POINT (-4.99699805 40.28592335)"
"Villatoro";"5";"5263";"1";"POINT (-5.11094168 40.55534171)"
"Viñegra de Moraña";"5";"5264";"1";"POINT (-4.920168890000001 40.85154867)"
"Vita";"5";"5265";"1";"POINT (-5.00595457 40.81238203)"
"Zapardiel de la Cañada";"5";"5266";"1";"POINT (-5.33983309 40.605950820000004)"
"Zapardiel de la Ribera";"5";"5267";"1";"POINT (-5.32785857 40.35469296)"
"Navacepeda de Tormes";"5";"5901";"1";"POINT (-5.25149602 40.3605728)"
"Aldeavieja";"5";"5902";"1";"POINT (-4.47277814 40.74221173)"
"Diego Álvaro";"5";"5903";"1";"POINT (-5.3260631 40.66481529)"
"Aliseda de Tormes";"5";"5904";"1";"POINT (-5.39855186 40.33042306)"
"Villanueva de Ávila";"5";"5905";"1";"POINT (-4.82250544 40.37877278)"
"Acedera";"6";"6001";"1";"POINT (-5.57151763 39.07492505)"
"Aceuchal";"6";"6002";"1";"POINT (-6.48701436 38.64700914)"
"Ahillones";"6";"6003";"1";"POINT (-5.86674807 38.26032661)"
"Alange";"6";"6004";"1";"POINT (-6.24722704 38.78524438)"
"La Albuera";"6";"6005";"1";"POINT (-6.8226616 38.71641036)"
"Alburquerque";"6";"6006";"1";"POINT (-7.0010183800000005 39.21986861)"
"Alconchel";"6";"6007";"1";"POINT (-7.071397100000001 38.515933360000005)"
"Alconera";"6";"6008";"1";"POINT (-6.47650617 38.3981974)"
"Aljucén";"6";"6009";"1";"POINT (-6.33122406 39.04476158)"
"Almendral";"6";"6010";"1";"POINT (-6.82136683 38.61467816)"
"Almendralejo";"6";"6011";"1";"POINT (-6.40778009 38.68445279)"
"Arroyo de San Serván";"6";"6012";"1";"POINT (-6.45460038 38.85331478)"
"Atalaya";"6";"6013";"1";"POINT (-6.473563410000001 38.33308979)"
"Azuaga";"6";"6014";"1";"POINT (-5.67527592 38.2578584)"
"Badajoz";"6";"6015";"1";"POINT (-6.97099704 38.87874339)"
"Barcarrota";"6";"6016";"1";"POINT (-6.84900488 38.51443528)"
"Baterno";"6";"6017";"1";"POINT (-4.9113809 38.95669787)"
"Benquerencia de la Serena";"6";"6018";"1";"POINT (-5.49447757 38.70042909)"
"Berlanga";"6";"6019";"1";"POINT (-5.82908706 38.28305387)"
"Bienvenida";"6";"6020";"1";"POINT (-6.21035226 38.29861964)"
"Bodonal de la Sierra";"6";"6021";"1";"POINT (-6.55850635 38.14723868)"
"Burguillos del Cerro";"6";"6022";"1";"POINT (-6.59168483 38.38138621)"
"Cabeza del Buey";"6";"6023";"1";"POINT (-5.21891444 38.7214897)"
"Cabeza la Vaca";"6";"6024";"1";"POINT (-6.42110316 38.0864699)"
"Calamonte";"6";"6025";"1";"POINT (-6.38613315 38.88893824)"
"Calera de León";"6";"6026";"1";"POINT (-6.33785269 38.10610107)"
"Calzadilla de los Barros";"6";"6027";"1";"POINT (-6.31714218 38.30038359)"
"Campanario";"6";"6028";"1";"POINT (-5.61778505 38.86338276)"
"Campillo de Llerena";"6";"6029";"1";"POINT (-5.83144538 38.50201278)"
"Capilla";"6";"6030";"1";"POINT (-5.08452393 38.81944508)"
"Carmonita";"6";"6031";"1";"POINT (-6.33797825 39.15390858)"
"El Carrascalejo";"6";"6032";"1";"POINT (-6.33741854 39.02256965)"
"Casas de Don Pedro";"6";"6033";"1";"POINT (-5.33066018 39.10397259)"
"Casas de Reina";"6";"6034";"1";"POINT (-5.97031285 38.20316929)"
"Castilblanco";"6";"6035";"1";"POINT (-5.08950312 39.28494719)"
"Castuera";"6";"6036";"1";"POINT (-5.545211910000001 38.72139142)"
"La Codosera";"6";"6037";"2";"POINT (-7.172767784000001 39.208167)"
"Cordobilla de Lácara";"6";"6038";"1";"POINT (-6.43602265 39.14776685)"
"La Coronada";"6";"6039";"1";"POINT (-5.67088279 38.92053331)"
"Corte de Peleas";"6";"6040";"1";"POINT (-6.67053644 38.72510832)"
"Cristina";"6";"6041";"1";"POINT (-6.09950867 38.83667712)"
"Cheles";"6";"6042";"1";"POINT (-7.27991871 38.51160599000001)"
"Don Álvaro";"6";"6043";"1";"POINT (-6.27500576 38.84855612)"
"Don Benito";"6";"6044";"1";"POINT (-5.861262990000001 38.95410117)"
"Entrín Bajo";"6";"6045";"1";"POINT (-6.71439072 38.71905481)"
"Esparragalejo";"6";"6046";"1";"POINT (-6.43588312 38.94282883)"
"Esparragosa de la Serena";"6";"6047";"1";"POINT (-5.60615289 38.64976324)"
"Esparragosa de Lares";"6";"6048";"1";"POINT (-5.27081265 38.97455695)"
"Feria";"6";"6049";"1";"POINT (-6.5641732 38.51193337)"
"Fregenal de la Sierra";"6";"6050";"1";"POINT (-6.65364856 38.16988677)"
"Fuenlabrada de los Montes";"6";"6051";"1";"POINT (-4.93448349 39.13206947)"
"Fuente de Cantos";"6";"6052";"1";"POINT (-6.30921689 38.24660131)"
"Fuente del Arco";"6";"6053";"1";"POINT (-5.89717958 38.15182185)"
"Fuente del Maestre";"6";"6054";"1";"POINT (-6.44944794 38.52863453)"
"Fuentes de León";"6";"6055";"1";"POINT (-6.5388528 38.06794873)"
