COD_PROVINCIA/Integer/set/pk=true/set/label=Codigo/set/order=10;PRO_NAME/String/set/size=80/set/label=Nombre/set/order=20;COD_COMUNIDAD/Integer/set/label=Comunidad/set/order=30/set/fk=true/set/fk_table=esp_comunidades/set/fk_code=COD_COMUNIDAD/set/fk_label=FORMAT('%02d - %s', COD_COMUNIDAD, COM_NAME)/set/foreingkey_closedlist=false/set/relation=1;GEOMETRY/Geometry/set/srs=EPSG@4326/set/geomtype=MultiPolygon@2D/set/hidden=true/set/order=30
"25";"Lleida";"51";"MULTIPOLYGON (((1.0464086910000001 41.440650514000005, 1.027715902 41.409259451000004, 1.002538156 41.404244908, 0.9919699050000002 41.388980652, 0.981956912 41.39174706, 0.9620644420000001 41.36747141700001, 0.9643517770000002 41.35526232000001, 0.9452316850000001 41.349754442000005, 0.8632685520000001 41.338111174000005, 0.8400645480000001 41.361809951000005, 0.8291298780000002 41.357250133, 0.8152593730000001 41.326946337, 0.7624769050000001 41.334246669, 0.751522314 41.317836857, 0.669736659 41.309856177, 0.628188077 41.290860499000004, 0.597061092 41.29344876500001, 0.580854972 41.3198852, 0.5544270250000002 41.326666239000005, 0.52580791 41.290454577000006, 0.5032744570000001 41.289729637, 0.47988841 41.323444648000006, 0.4616217550000001 41.335074238000004, 0.434442958 41.320209261, 0.433150134 41.276040607000006, 0.425675098 41.27417427800001, 0.385557829 41.278612681000006, 0.3766593660000001 41.287633431, 0.365647535 41.303972002, 0.368745772 41.318017113, 0.348454743 41.328089579, 0.373967681 41.351538856000005, 0.358289156 41.371994329, 0.32003648 41.394183003, 0.341841408 41.413815592000006, 0.355180755 41.451089975, 0.34297929 41.462877488000004, 0.339676822 41.483331577, 0.397385282 41.490572778, 0.446923322 41.542235782000006, 0.430328954 41.565237085, 0.435850383 41.585685301000005, 0.428494362 41.602376064000005, 0.402022928 41.592717559, 0.349612819 41.599464027, 0.345816348 41.621863057000006, 0.357981899 41.631719886, 0.326241353 41.662199423000004, 0.328211233 41.681071568, 0.368658085 41.714192584, 0.369217914 41.724667254, 0.384741762 41.740311627000004, 0.39543623 41.731981124, 0.398675638 41.757810855, 0.4686012030000001 41.764976033, 0.48323184 41.801463139, 0.515461131 41.822353587, 0.543573496 41.820404577000005, 0.555210937 41.853011449, 0.580053126 41.850909815, 0.579897081 41.863623234, 0.6074777370000001 41.871822752, 0.608314639 41.878502944000005, 0.592096896 41.884422433000005, 0.6009848210000001 41.908542859, 0.5948955530000001 41.917954787, 0.607487074 41.919315306, 0.561879704 41.938219163, 0.586266401 41.967132827, 0.605486235 41.960005644000006, 0.616826975 41.987159644, 0.6387287140000001 41.994612921000005, 0.64208617 41.982183697, 0.6467689040000001 41.996330803, 0.658219269 42.002581727000006, 0.6638452290000001 42.01512375, 0.6518248670000001 42.026202145, 0.65685686 42.040119279, 0.6720470900000001 42.047243842, 0.6698973460000001 42.061834915000006, 0.699612648 42.105141397000004, 0.6954976810000001 42.151411659000004, 0.713849242 42.162819582000004, 0.6980820040000001 42.171803733000004, 0.7019865580000002 42.189075159000005, 0.714586028 42.224327426, 0.7362166720000001 42.252387442, 0.74483031 42.301177734, 0.76462313 42.322481415000006, 0.743677723 42.32631945, 0.740360083 42.336872740000004, 0.771306673 42.350642699000005, 0.7222242510000001 42.367420228, 0.746096717 42.384776182, 0.7259442690000001 42.405232765, 0.7355250950000001 42.414752699000005, 0.710142163 42.436385337000004, 0.708980813 42.459223212000005, 0.689899632 42.483722273000005, 0.6989501170000001 42.494952281, 0.713373084 42.487208151000004, 0.7421561560000001 42.505603202, 0.719899559 42.512831128, 0.721592502 42.524884682, 0.734740814 42.540345633, 0.752768258 42.533948785, 0.7408104950000001 42.545398593, 0.757940414 42.569940891, 0.767550555 42.611224508, 0.7378458200000001 42.612360392, 0.6986448030000001 42.628833216000004, 0.7031410090000001 42.641758295, 0.695593463 42.658623954, 0.65987932 42.688426862, 0.676162661 42.690868696, 0.6825492750000001 42.708886656000004, 0.673148729 42.717985793000004, 0.680163521 42.72325243100001, 0.66089761 42.751872819000006, 0.6392796470000001 42.754865139, 0.667222712 42.775112441000005, 0.6448222760000001 42.782984009, 0.669850493 42.802286882000004, 0.664915876 42.813700491000006, 0.670108653 42.824282912, 0.6590829890000001 42.837838135000005, 0.6782914280000001 42.847747101, 0.6779551070000002 42.855267296, 0.7092370970000001 42.861450315000006, 0.77746494 42.836148331000004, 0.810849844 42.838723628000004, 0.8582914100000001 42.825725895000005, 0.9264134980000001 42.789311533, 0.9601609740000001 42.805903484000005, 0.9838961660000002 42.786702928000004, 1.005627773 42.79082443, 1.047870325 42.780982927000004, 1.078886656 42.78833633, 1.1282091360000002 42.755587073, 1.1331969670000002 42.728270398, 1.170095115 42.708114746, 1.2291046250000002 42.727756394000004, 1.252718433 42.714465404, 1.332372222 42.724730158, 1.35732469 42.719721866, 1.3510794110000002 42.702717515, 1.3892444640000001 42.687024774, 1.3874396750000002 42.668690507, 1.413658859 42.655598788000006, 1.4204302720000002 42.625011926, 1.443021793 42.602761195, 1.426481686 42.582801732, 1.444947151 42.568012568, 1.4242336560000002 42.557083668000004, 1.413606374 42.536623551000005, 1.450545219 42.539892058, 1.4683660310000002 42.510015911, 1.419192988 42.484195171, 1.4411919640000002 42.475356787, 1.444392986 42.441423732000004, 1.5116265370000002 42.429094658000004, 1.551675455 42.432513760000006, 1.561073736 42.45864585, 1.5791946490000002 42.449719351000006, 1.5973703970000002 42.466322689, 1.6570208720000004 42.468216115000004, 1.669977915 42.50418925, 1.6794753880000002 42.494680771000006, 1.703610051 42.489802177, 1.725622039 42.50437251800001, 1.731920528 42.440383416, 1.8015448520000001 42.424921388, 1.811012373 42.411135126000005, 1.8000479850000004 42.377994475, 1.8060378700000002 42.370089924000006, 1.8299888990000002 42.381406459000004, 1.8550576950000002 42.36964845, 1.8453026600000002 42.355080542, 1.8347086800000003 42.355145568000005, 1.8393916740000003 42.339091473, 1.8335911560000002 42.32728524, 1.842485574 42.306309315, 1.8334209800000003 42.300534657, 1.8046927880000003 42.301958925, 1.7942812410000002 42.294000393000005, 1.740727088 42.290595992, 1.734326618 42.284000403, 1.6703069670000001 42.281697427000005, 1.6901402250000002 42.27710476300001, 1.6950575010000002 42.263839161, 1.684610257 42.256439168, 1.7045698710000003 42.238818933000005, 1.6803973090000002 42.224362497, 1.68035383 42.206239974000006, 1.7071753490000001 42.189922831000004, 1.721570212 42.196095774, 1.738045319 42.189420941, 1.7383355850000002 42.16342241, 1.723971825 42.152620989000006, 1.7137952760000001 42.15471630000001, 1.6984895160000002 42.134596016, 1.7122957380000003 42.11902656, 1.704449848 42.105981299, 1.722873335 42.100079799, 1.722147477 42.091284404, 1.707627535 42.082435086000004, 1.6911814360000001 42.086789643, 1.6911325750000001 42.075403326, 1.6746259250000002 42.058649443, 1.672125692 42.04076998, 1.6794664510000001 42.038218526, 1.682821909 42.048428400000006, 1.692696299 42.04555119400001, 1.699700361 42.028874899, 1.6699748980000002 42.015662402000004, 1.6663376920000001 42.003007577000005, 1.6644038760000004 42.02162201, 1.6583541930000003 42.021889186, 1.6470823920000002 41.999831231, 1.652032323 41.991976029, 1.657697621 42.002914059000005, 1.662190158 41.991123983, 1.6847656690000001 41.99513246800001, 1.6974304 41.985676035000004, 1.6900895280000001 42.005106713, 1.6986668520000001 42.013805404, 1.7174313140000002 41.999954376000005, 1.7124481460000003 41.992532911000005, 1.719305781 41.985005202, 1.6824046080000001 41.967651951, 1.6677780610000001 41.970306652000005, 1.6743413770000002 41.982743986, 1.648835051 41.979664483, 1.6441012990000001 41.963921510000006, 1.6501869400000002 41.944851516, 1.6424117790000001 41.940527684, 1.6512063680000002 41.926676586, 1.637530361 41.926777734000005, 1.5859547790000001 41.88827671, 1.5760258660000002 41.89101898000001, 1.568535459 41.879799162000005, 1.5831417810000001 41.873470247, 1.6013346220000002 41.884287959000005, 1.619045158 41.881571427000004, 1.630306752 41.858780049, 1.6314574430000002 41.844714960000005, 1.6100081130000001 41.836126091000004, 1.6114568260000002 41.817772305000005, 1.5888101540000001 41.804725493, 1.599827292 41.789031527000006, 1.5935949960000002 41.777927714, 1.57257734 41.78215107300001, 1.5307178680000002 41.752591971, 1.532670581 41.76375823, 1.5108654190000002 41.770802086, 1.501137675 41.78955168, 1.482802549 41.791068784000004, 1.484199067 41.771835831000004, 1.468897152 41.77076041000001, 1.460869275 41.776485311, 1.47305389 41.78256113400001, 1.4713303020000004 41.800583562, 1.427205862 41.801970672, 1.4165828900000002 41.794946741000004, 1.402884481 41.745560160000004, 1.4244671270000002 41.732670612, 1.381900501 41.706847632000006, 1.400211094 41.704322742, 1.395813902 41.695650999, 1.4039280280000004 41.694476939000005, 1.4042237990000002 41.686162016000004, 1.423309936 41.684084444, 1.4155003130000001 41.674695244000006, 1.4508022550000002 41.639875297, 1.4305676760000001 41.629815717, 1.3914998140000001 41.634325694000005, 1.3603969310000001 41.613611806, 1.4073339630000001 41.600335491, 1.407773868 41.590739346, 1.392269315 41.578800157, 1.403190672 41.557878893, 1.3042416420000003 41.571460120000005, 1.219685689 41.56971506600001, 1.210751425 41.548727991, 1.1638865470000002 41.534462754, 1.173936072 41.531305652, 1.163621005 41.513195196000005, 1.1782439310000001 41.487358792, 1.10806789 41.467171872, 1.104584601 41.47534680200001, 1.039452697 41.501375159000006, 1.048506251 41.487541603000004, 1.037456694 41.479990453, 1.075498399 41.459966307, 1.0464086910000001 41.440650514000005), (1.644495379 42.111473218, 1.6788282040000002 42.103274315, 1.6955111530000002 42.108157099, 1.6816871020000002 42.114279937, 1.644495379 42.111473218)), ((1.706253811 41.889414205, 1.7116361740000001 41.88932914100001, 1.708942562 41.897129549000006, 1.724909175 41.893029397, 1.7187504830000002 41.882398133, 1.706253811 41.889414205)))"
"24";"León";"41";"POLYGON ((-4.984205081000001 42.337873640000005, -4.942497054 42.346549217, -4.953447998000001 42.297156029, -4.973502519 42.288689268000006, -5.038350069000001 42.297127290000006, -5.041603922000001 42.267557702000005, -5.053270719 42.257929378, -5.068191871000001 42.261191378, -5.062189649000001 42.277887988, -5.075149812 42.27888790000001, -5.093753885 42.309294995, -5.112002172 42.31184203000001, -5.144316303 42.281550373, -5.182719895 42.264209906000005, -5.197905421000001 42.260542519000005, -5.220314094 42.277923762, -5.228451915 42.262465146000004, -5.23029919 42.275649545, -5.236499309 42.273349329000006, -5.254000684 42.239775390000005, -5.225993740000001 42.226724219000005, -5.2414833980000015 42.214516707, -5.265644046 42.210898553, -5.286925207 42.229928167000004, -5.301874430000002 42.222154084, -5.307461941000001 42.199266231, -5.3612344730000006 42.225151903000004, -5.388102466 42.221443203, -5.388510577 42.20528746200001, -5.380225842000001 42.197886015, -5.388874629 42.172544006, -5.3795944350000005 42.163335079, -5.371523922000001 42.130064109, -5.380479997 42.10981360000001, -5.3763940990000005 42.099514845, -5.390117075 42.089809568, -5.371191871000001 42.051432984, -5.376293794 42.041466143, -5.4202766250000005 42.029226138000006, -5.4809233850000005 42.052425123000006, -5.477092737 42.056461357, -5.498462656 42.083671949000006, -5.527003849000001 42.104299609, -5.5433632940000015 42.099381416, -5.549454149000001 42.070329694, -5.5606975180000004 42.055967777, -5.5777216030000005 42.065447622, -5.586606506000001 42.050910857000005, -5.588502246 42.077326188, -5.6350426140000005 42.081993872000005, -5.620137393 42.106659044000004, -5.6433926770000005 42.131043655, -5.667556463 42.14206516800001, -5.687177461 42.137923817, -5.67676845 42.120336393, -5.742947683000001 42.113342381, -5.755193355 42.13662505300001, -5.776706623 42.135808987000004, -5.805333653 42.124584925, -5.80649251 42.130554156, -5.844850707 42.110715575, -5.869266428 42.122174331000004, -5.884823793000001 42.138452811, -5.880997311000001 42.145321058, -5.897426165000001 42.156100619, -5.911601195000001 42.140585486, -5.948120530000001 42.141921396, -5.9534677810000005 42.123682994, -5.995670189 42.146191009000006, -6.049304994000001 42.159860815, -6.1247092190000005 42.158865969000004, -6.137271247 42.164718419, -6.143406556 42.158823077, -6.160212986000001 42.165772224, -6.2123950720000005 42.148076575000005, -6.2258186460000005 42.161954657, -6.254123883 42.16704389300001, -6.251962861 42.173057573, -6.293731920000001 42.178033316000004, -6.312585008000001 42.20658506700001, -6.40983956 42.195681912000005, -6.427895067000001 42.201941789, -6.442213783000001 42.193534188, -6.459860693 42.197144847000004, -6.478248412 42.182225425000006, -6.497560528 42.182024715000004, -6.526000872 42.20335863500001, -6.6132656 42.203214822, -6.638648015 42.217296022, -6.719698878 42.213350764000005, -6.733288915 42.224020168, -6.734844945000001 42.235603321, -6.759091343000001 42.238663971, -6.784371614 42.253727422000004, -6.766996834 42.257457732000006, -6.765034612 42.272739848, -6.741145835 42.29866347, -6.733953272000001 42.359111408000004, -6.766542407 42.365049054, -6.7786457 42.380993087, -6.820804322000002 42.385644221, -6.843512656000001 42.405845749, -6.831284784 42.408353817000005, -6.820960989000001 42.42141307, -6.824806736000001 42.425894772, -6.814272911000001 42.427353936, -6.821781121000002 42.433298338, -6.822768387 42.452912624, -6.808315448 42.468611765000006, -6.823245848 42.491281603000004, -6.837038550000001 42.495487586, -6.8491799370000015 42.486723834, -6.860561631 42.489087515, -6.932195554000001 42.520543951, -6.96008852 42.517763131, -6.9785416300000005 42.49325322700001, -7.000956478000002 42.505698633, -7.02868503 42.49786469, -7.04575143 42.507779236000005, -7.077068851000001 42.50800040400001, -7.05943272 42.530582954, -7.070822018 42.53771660400001, -7.063916904 42.548563598, -7.069518824 42.554015158000006, -7.057142903000001 42.557614305, -7.056212097000001 42.566526972000005, -7.033562221 42.584090321000005, -7.050168556 42.597937140000006, -7.047004794 42.632700426, -7.017826273000001 42.645218068000005, -7.004357066000001 42.642872197, -7.021479879000001 42.65194168, -7.012635446 42.657798753, -7.0155131850000005 42.664594777000005, -7.045191837000001 42.694765391000004, -7.010887596000001 42.723660718000005, -6.990194362 42.72660867200001, -6.983739738000001 42.718694184, -6.9728844290000005 42.725005446000004, -6.972818201000001 42.737919381000005, -6.9594828390000005 42.755030203000004, -6.946894360000001 42.741509316000005, -6.935602975000001 42.740863039000004, -6.867430475000001 42.787173713, -6.867325084000001 42.803519377, -6.840321198000001 42.823364747, -6.871279201 42.873840932, -6.833742002 42.882056839, -6.840323806000001 42.878178802, -6.834567068 42.873296873, -6.815721853 42.869768344, -6.841976886 42.906357147, -6.824189415 42.915060985000004, -6.770670636 42.898623751, -6.771514678000001 42.882550799, -6.75666936 42.883057543, -6.723192425000001 42.917377609000006, -6.689904653 42.922463784, -6.612926257000002 42.924553941, -6.6065027050000005 42.916103842000005, -6.546566906000001 42.912153444000005, -6.510576449 42.928733339000004, -6.489769550000001 42.920249037000005, -6.478586847000001 42.933564782000005, -6.43310164 42.939756834, -6.441611026 42.947307617, -6.433638323 42.964159949000006, -6.473011357000001 42.967751764000006, -6.478135509000001 42.991204586, -6.446439151000001 42.982170109, -6.437099112 42.993031138, -6.4241269910000005 42.987624219000004, -6.407366700000001 42.999422787, -6.411106844000001 43.016932342000004, -6.394351905000001 43.016611814, -6.397047338 43.038321659000005, -6.3735460790000005 43.041106775, -6.3590877390000005 43.05957689, -6.333156233 43.046487813000006, -6.326492658 43.031329888, -6.295166454 43.026906852, -6.285190615 43.036369259000004, -6.263701374 43.016077101, -6.2268082410000005 43.008912599000006, -6.229841955 43.023031103, -6.215559788 43.047200361, -6.178401281 43.047798362, -6.136667408 43.020992899, -6.096901109 43.03064012, -6.089815824 43.038152307000004, -6.091851138 43.066919868, -6.081288337 43.075895497000005, -6.020928245 43.053785486, -5.996326391 43.057918300000004, -5.988945078 43.067221943, -5.973840127000001 43.065307479000005, -5.962158996 43.052943744000004, -5.969656928 43.040834921000005, -5.9565285040000004 43.017633028000006, -5.9334475300000005 43.010722415000004, -5.907918486000001 42.990604466, -5.887186391 42.994086813, -5.888485374 42.979192799, -5.8617321780000005 42.981685366, -5.842978798000001 42.964258133, -5.768259495000001 42.968543534000005, -5.760284716 42.972670354, -5.766223394000001 42.986250959, -5.728262866000001 43.042491014, -5.693101101000001 43.056340639000005, -5.636704328000001 43.03500501500001, -5.574772008 43.032100235, -5.569781409 43.022076209000005, -5.540186774 43.018353046, -5.506292428 43.028573907, -5.493801927000001 43.021242482000005, -5.478523183 43.054908946000005, -5.390450724 43.049336714000006, -5.383103629000001 43.087236813000004, -5.369135512000001 43.094577449000006, -5.3436860390000005 43.093850065000005, -5.341447103 43.083783891, -5.326938837 43.07956865700001, -5.311498531000001 43.084158793, -5.282121128 43.077427898, -5.268504108 43.087558628000004, -5.216597350000001 43.084488040000004, -5.1478028490000005 43.115119052000004, -5.140678673 43.102916309, -5.101735578 43.101847374, -5.093901048 43.142985277, -5.0753607930000015 43.16689584100001, -5.076626780000001 43.178950504, -5.05947118 43.174332606, -5.040895207 43.184682143, -5.0214601100000005 43.183513678000004, -4.997620299000001 43.170260211000006, -4.996413522 43.185325023000004, -4.9630644340000005 43.212668898000004, -4.894788306000001 43.238165756, -4.871009674000001 43.228016699, -4.860823816000001 43.205317003000005, -4.839552312 43.189661813, -4.851778269 43.17306957000001, -4.834566521 43.157462656, -4.851425504000001 43.125944856000004, -4.836274518000001 43.115745324, -4.8334963680000005 43.102154004000006, -4.773748374 43.079179419000006, -4.766838528 43.074690790000005, -4.766054276 43.055284064000006, -4.7433489170000005 43.055407287, -4.7338814540000005 43.043105342000004, -4.743324325000001 43.026843283000005, -4.738585335000001 43.018557778, -4.756987017 43.015504155, -4.766932445 43.001564601000005, -4.7948151370000005 42.986651054, -4.7956699 42.973868747000004, -4.807250198 42.96770722, -4.802648087000001 42.949508858, -4.809233906 42.930341376, -4.837858133 42.906733316, -4.838388824 42.895315387000004, -4.855501004000001 42.891707355, -4.865584752 42.860547834, -4.880486297 42.865941206, -4.900319379 42.859994467, -4.888556878 42.841134275, -4.90286048 42.809973696, -4.895877733000001 42.78517213400001, -4.909088722 42.779432458, -4.920621963 42.757465162, -4.935560397000001 42.756457291000004, -4.936360084 42.744466883, -4.9184630600000006 42.734231919, -4.915892076 42.720559998000006, -4.890558488 42.723259207000005, -4.871668744 42.707990370000005, -4.890574705000001 42.692830327, -4.900295296 42.670120381000004, -4.89465589 42.623863782, -4.904803855 42.603136469000006, -4.902514497 42.577959743, -4.915951708000001 42.554754164, -4.9104544400000005 42.541437002, -4.887986674 42.537027679000005, -4.899999355000001 42.450682434, -4.923985337 42.436143209, -4.909924185 42.433911066, -4.904984865 42.424555464, -4.91482735 42.414449152, -4.914315162000001 42.401192444, -4.903240289 42.386526671000006, -4.968769403000001 42.37729632, -4.984205081000001 42.337873640000005), (-5.306438838 42.271584537, -5.345342283 42.267768863, -5.341316935 42.232747117, -5.303324095000001 42.25199684300001, -5.306438838 42.271584537))"
"23";"Jaén";"61";"POLYGON ((-3.0082105980000002 37.60795589800001, -3.0513160430000004 37.618329753000005, -3.0579246120000003 37.606636215, -3.088195964 37.595540262, -3.1321587180000003 37.614077203, -3.172053184 37.642869797, -3.2624850430000003 37.639208232, -3.2962309710000004 37.588256837, -3.397909777 37.564018979000004, -3.4368745890000003 37.573895975, -3.4611592780000002 37.598419959000005, -3.5064692980000007 37.617276867, -3.5367828300000004 37.596683888, -3.536490074 37.580256449000004, -3.6275987610000002 37.528456374, -3.684439903000001 37.517648652000005, -3.7301017130000003 37.487522166000005, -3.776240793 37.476483645, -3.7758309530000003 37.488258113, -3.7855753810000006 37.490897761, -3.7917172730000006 37.466186492000006, -3.808729484 37.45925685, -3.802362364 37.452801482000005, -3.826532579 37.413515635, -3.8254164790000003 37.402427659000004, -3.841223039000001 37.386235842000005, -3.950887576000001 37.378346726000004, -3.982966728 37.388008159, -4.018877562 37.419728583, -4.0481412 37.467973193, -4.070160402 37.472120342000004, -4.087653413 37.486075330000006, -4.059994646 37.505812806, -4.098058287000001 37.511531411, -4.099096587 37.530665627000005, -4.122312989 37.546833454, -4.120975716 37.554299937, -4.1609916170000005 37.575156840000005, -4.161307235000001 37.587879904000005, -4.170522297000001 37.58847466, -4.1630231890000005 37.599371647000005, -4.17264424 37.610610623, -4.1878279140000005 37.616562327000004, -4.207588717 37.60982517200001, -4.220674896 37.619946612, -4.228102572 37.63953552, -4.164368469 37.681506131, -4.183120199 37.706475904, -4.238224941 37.719461059000004, -4.229417983 37.755362875, -4.207140414 37.770187841, -4.206819716 37.778913208000006, -4.2867365060000004 37.796543428, -4.2748098930000005 37.902794279000005, -4.262394336 37.915077083, -4.2580518960000004 37.93932207, -4.264315274 37.973447581, -4.2844498490000005 38.003834922, -4.282251843 38.022811536, -4.2594152990000005 38.022410321, -4.268531918 38.040519525, -4.240851091000001 38.046053913, -4.239927833 38.053013500000006, -4.251561883 38.04819580800001, -4.251531233000001 38.066050363, -4.236284751 38.062790589, -4.227562344 38.079810427000005, -4.233649941 38.08358684, -4.220996011 38.08313368, -4.227664651 38.09138499, -4.2131897380000005 38.090481601, -4.218316502 38.110494004, -4.2023369740000005 38.108911741, -4.194576593 38.128090674, -4.1745743520000005 38.131723426, -4.160928501 38.145173768, -4.168271553 38.18101327500001, -4.20117543 38.21408385700001, -4.196001301 38.23784725, -4.216686135000001 38.246952978, -4.2082332440000005 38.266515125000005, -4.214823821 38.269646286000004, -4.210218424000001 38.301451928000006, -4.228054467000001 38.301176393000006, -4.226846888 38.308254364, -4.238537877000001 38.315106676, -4.237442442 38.341540998, -4.269102167000001 38.347357693, -4.276536650000001 38.390848814, -4.255554641000001 38.401817429000005, -4.156556966 38.381324894, -4.144925016 38.386431614, -4.006447153 38.368074056000005, -3.9151202500000006 38.368814165, -3.8542844660000006 38.375140731, -3.83056115 38.392902879000005, -3.8300559710000006 38.412795890000005, -3.785612228 38.425268665000004, -3.7390640650000004 38.413757051000005, -3.730007607 38.424366872, -3.6204716090000004 38.393987814, -3.585845645 38.405602026000004, -3.5830759760000004 38.451468907, -3.567357041 38.452032607, -3.535163669 38.439413777000006, -3.5284426730000003 38.408641044, -3.471014632 38.397998626, -3.424823618 38.406799150000005, -3.410395688000001 38.423558808, -3.376684039 38.43959599, -3.3750120210000003 38.475234969000006, -3.326492432 38.482120862, -3.305258219 38.479276127000006, -3.279423502 38.460243874, -3.1382882760000004 38.438576821000005, -3.0649663830000002 38.478247721, -3.002515074 38.408258079, -2.992227454 38.428589243000005, -2.993508727 38.450119439000005, -2.976935428 38.454893572, -2.9635862850000003 38.471454351000006, -2.9057875870000003 38.469907371000005, -2.881490095 38.452644899, -2.8797420910000002 38.46316020400001, -2.850707002 38.474580758, -2.854263543 38.478992152000004, -2.8401078910000006 38.477234263, -2.8375810450000003 38.484368279, -2.831063839 38.476455495, -2.830831809 38.487422769000005, -2.812968226 38.491297709, -2.806595294 38.503048077, -2.792420458 38.502681283, -2.78740484 38.515532648000004, -2.779954869 38.509706007000005, -2.7672276300000003 38.53301382500001, -2.6796923080000004 38.496921214000004, -2.6169015620000002 38.51274766, -2.580078436 38.503546536, -2.566624099 38.490466389000005, -2.5767921310000004 38.477319097000006, -2.567399628 38.460657917, -2.576976515 38.434287887, -2.5718832920000003 38.414128007, -2.55066922 38.403117601000005, -2.482356686 38.396195118, -2.4923802260000003 38.371302866, -2.478953896 38.348813278, -2.485205883000001 38.300255605000004, -2.441368598 38.28562664400001, -2.436602961 38.272130246, -2.4463253060000003 38.244588723, -2.440600914 38.232646865, -2.454338521 38.21548799, -2.44557767 38.204938024, -2.446276746 38.185194045, -2.468462601 38.17280443800001, -2.47412279 38.155777366, -2.512931241 38.126489937, -2.5202759660000003 38.107764096000004, -2.539669742 38.092609632000006, -2.606317627 38.061855895, -2.595855244 38.053185645, -2.597711964 38.00720685, -2.605118399 37.99814661, -2.669825465 37.96142915, -2.689729459 37.973813256, -2.702672702 37.971521584, -2.7228584760000003 37.962449983, -2.75935427 37.923981760000004, -2.767447016 37.919347343000005, -2.773195367 37.925929204, -2.7846087780000004 37.917640607, -2.806240101 37.880931867, -2.81960192 37.876131673, -2.819725773 37.852923705, -2.828889311 37.837164949000005, -2.873153506 37.791490709, -2.8802918440000003 37.759943917, -2.9037821110000004 37.751169136, -2.901525143 37.689292689000006, -2.884036322 37.681318044, -2.9022023660000005 37.665706157, -2.9779188000000003 37.633983942, -2.973989725 37.622905549, -2.984405504 37.614254867, -2.978177069 37.602752450000004, -3.0082105980000002 37.60795589800001))"
