COM_NAME/String/typetag/csvparameters.charset=utf-8/typetag/csvparameters.profile=EXCEL_NORTH_EUROPE_PREFERENCE/set/size=20/set/order=20/set/label=Nombre;COD_COMUNIDAD/Integer/set/order=10/set/label=Codigo;GEOMETRY/Geometry/set/srs=EPSG@4326/set/geomtype=MultiPolygon@2D/set/order=20/set/hidden=true
Ciudad Autónoma de Melilla;64;POLYGON ((-2.952638025 35.320300219, -2.93563908 35.29479225, -2.923167191 35.288852484, -2.935790715 35.292081584, -2.93501761 35.277881636000004, -2.9241639900000003 35.28006984, -2.9275808600000004 35.273532790000004, -2.950542319 35.26548853, -2.970295508 35.288678493, -2.952638025 35.320300219))
Ciudad Autónoma de Ceuta;63;POLYGON ((-5.382060666 35.912395764, -5.366949320000001 35.91797847, -5.3357324 35.894317388000005, -5.3249155340000005 35.90093947400001, -5.3112269560000005 35.896145543, -5.3247133490000005 35.896811356, -5.313520808000001 35.889070444000005, -5.2884110060000005 35.907198796, -5.278294784000001 35.897907902, -5.305538011 35.884606333, -5.3187192670000005 35.887331229000004, -5.343486039 35.870738452000005, -5.3718429080000005 35.881434924000004, -5.382060666 35.912395764))
La Rioja;23;POLYGON ((-2.757583995 42.032615750000005, -2.708421018 42.086287855, -2.7067233 42.10567452, -2.729060425 42.123148167000004, -2.7511729810000003 42.117767606, -2.774851011 42.123535939, -2.7916076800000003 42.108752207, -2.7901439640000003 42.094222068, -2.803343634 42.080483704, -2.794947558 42.063545639000004, -2.797986452 42.046843948, -2.8126382000000003 42.036637567, -2.8237049410000004 42.041032427000005, -2.8446363530000003 42.034470158000005, -2.8704350030000003 42.014435516000006, -2.889512154 42.010402345, -2.8911792540000003 42.017005803, -2.9136237570000003 42.022852139, -2.931176041 42.0867753, -3.0343734540000002 42.085963234000005, -3.0589548050000004 42.126969056, -3.085678215 42.134220372, -3.096572414 42.169453726, -3.113352422 42.176337222, -3.1153231750000003 42.188268613000005, -3.128576566 42.196630405, -3.1037864830000004 42.213686288000005, -3.1020609230000002 42.233357438000006, -3.088589378 42.245725063, -3.0977189490000003 42.263090625000004, -3.08962131 42.273048973, -3.1066648850000003 42.312598727, -3.095862637 42.326909938, -3.110690174 42.338577703000006, -3.109668462 42.351448463000004, -3.063462189 42.356697465, -3.0848110770000003 42.385386308, -3.105270453 42.38636923600001, -3.0957380310000002 42.405182195, -3.1013465800000004 42.416777244, -3.090354866 42.422370057, -3.0781790960000004 42.415750419000005, -3.081507225 42.395214309, -3.0644140380000007 42.373340230000004, -3.0531426720000003 42.373417960000005, -3.0632993890000004 42.424909567, -3.0460039520000004 42.44515410400001, -3.064208954 42.470947719, -3.090421954 42.477883005, -3.0946953720000003 42.488074353, -3.079292086 42.499091082, -3.0719009330000002 42.528103911, -3.089302499 42.538277596, -3.1074558150000002 42.528770072, -3.1342713900000003 42.542052886, -3.103745448 42.553107324, -3.082358515 42.574017926, -3.0861956170000004 42.582210460000006, -3.0598304710000006 42.589188302000004, -3.0704570810000003 42.621414198000004, -3.0864033400000004 42.62771658100001, -3.0841520430000005 42.640686532000004, -3.018012709 42.632177644, -3.0047558910000003 42.644264701000004, -2.980569022 42.635220965, -2.946450725 42.639316547, -2.916008199 42.619520671000004, -2.894630616 42.627671518, -2.893995218 42.6213306, -2.8821436090000003 42.620724640000006, -2.876294139 42.631003504000006, -2.8556262660000002 42.637758860000005, -2.8427343740000004 42.629367661, -2.84813836 42.617141874000005, -2.841800226 42.608598724000004, -2.818770502 42.612716011, -2.819828298 42.591452915000005, -2.840785067 42.581030647000006, -2.8227699090000002 42.554241964, -2.8148040240000003 42.569303275, -2.803664763 42.56450383, -2.777676956 42.582249014000006, -2.763931298 42.622437448, -2.740705073 42.622439053, -2.71062145 42.601088841, -2.6805815340000003 42.594208453, -2.6915049110000004 42.541800488, -2.7057248680000003 42.516657464000005, -2.676846154 42.526258927, -2.677842372 42.509570219000004, -2.656013623 42.503447927, -2.647778079 42.483420800000005, -2.60536123 42.503497223000004, -2.592248035000001 42.491933441, -2.602188963 42.481899017, -2.5965203950000006 42.472844422, -2.5684021180000003 42.494075087000006, -2.553997769 42.483866919, -2.530608308 42.483567186, -2.537497516 42.495091953, -2.51058744 42.51992712800001, -2.505323975 42.51196222, -2.518608579000001 42.497913092000005, -2.514632036 42.490231658000006, -2.477431916 42.48663659400001, -2.4488046270000003 42.496875077000006, -2.4385082010000003 42.489121819000005, -2.415665965 42.49053848700001, -2.4000087150000002 42.471432247, -2.3766353170000003 42.472824277, -2.363631925 42.461628031000004, -2.3526075150000003 42.465644067, -2.3467520790000003 42.451772481000006, -2.331836821 42.454007779, -2.336455339 42.464580384, -2.3299876320000004 42.46880238, -2.2987189960000003 42.457411743, -2.2968834620000003 42.468144369, -2.2880124390000005 42.467360013000004, -2.2763885260000003 42.446669681, -2.2409639510000003 42.441829551000005, -2.2349657460000003 42.426146407000005, -2.2120751160000003 42.421353297, -2.2165054840000002 42.415998118000005, -2.186110998 42.418769753, -2.175036571 42.4077664, -2.1517761180000003 42.41862847, -2.112277336 42.420094063, -2.1050799650000003 42.415940386, -2.11551424 42.399081534000004, -2.0891200910000003 42.384987537, -2.092811535 42.375821838, -2.078640081 42.368125685, -2.0899609590000003 42.346971268000004, -2.069982241 42.342523883000005, -2.016015341 42.36929785, -2.006056508 42.360827387, -1.9955202940000003 42.363608375000005, -1.9786441380000002 42.349887275, -1.9695926279999998 42.352498994, -1.964520733 42.333820029, -1.942285059 42.335183976, -1.931519996 42.322187553, -1.9185133790000002 42.326964802, -1.9189658020000002 42.316143858000004, -1.9070609510000003 42.308474884000006, -1.9138175060000002 42.300109485, -1.8706581070000001 42.288965959, -1.8662073810000004 42.275403918, -1.8762007980000004 42.258994232, -1.8722764110000003 42.252669413, -1.8557594990000004 42.249650711, -1.8497904770000002 42.259254496000004, -1.8297267050000001 42.244137380000005, -1.819218704 42.248640774, -1.8159391450000002 42.22892876800001, -1.7801642110000004 42.224174100000006, -1.772642035 42.21442307, -1.766398138 42.221250233, -1.7092392030000003 42.20998996, -1.704239961 42.192029409, -1.6787146350000002 42.189486236, -1.700897281 42.173123586, -1.6938019220000002 42.158443908, -1.679659035 42.151689308, -1.7198949440000002 42.133439702000004, -1.7397421020000001 42.149735889000006, -1.764709061 42.150412801, -1.779004873 42.137704883000005, -1.8216189170000001 42.153569452, -1.832416679 42.148231110000005, -1.8402755020000001 42.12812778900001, -1.8920317580000003 42.085985871000005, -1.9092387190000002 42.059122832, -1.901576743 42.029680001, -1.882947266 42.026329778000004, -1.8552279060000003 42.002603842, -1.847184897 42.007999143, -1.8513247780000004 41.998070634, -1.844045478 41.987333962, -1.8651880630000002 41.977602018000006, -1.856541211 41.966402221, -1.8775923380000004 41.952433986, -1.906666704 41.945590637, -1.9151691650000005 41.932251612, -1.9548589520000001 41.92744127, -1.9613429580000001 41.920303869, -1.9841150250000001 41.920084401000004, -2.0283143750000003 41.95338643, -2.036391865 41.939404182000004, -2.046642643 41.950928202, -2.11435605 41.9611439, -2.1240721650000003 41.995308507000004, -2.1076321360000003 42.002774303, -2.1170083390000003 42.021508341, -2.154765246 42.047038147, -2.161912832 42.066733731, -2.127239506 42.080461842000005, -2.133376956 42.101142066, -2.236484174 42.102506152000004, -2.258890778 42.087279337000005, -2.26958888 42.088554913, -2.281746134 42.108391893000004, -2.282159806 42.131702985000004, -2.3182049200000003 42.145180571000004, -2.4384615700000003 42.137268089, -2.4586151050000002 42.11531732, -2.4843688480000004 42.106348525, -2.514676105 42.114541631, -2.5226561380000003 42.082881264, -2.514880428 42.068861466, -2.549066695 42.051510302000004, -2.5799089800000004 41.996263779, -2.626635131 42.006504128, -2.673580753 41.998064435, -2.705136485 42.015136666000004, -2.746166536 42.008678432, -2.757583995 42.032615750000005), (-2.945214271 42.603886272000004, -2.939177282 42.594291918, -2.9226287220000007 42.600828963000005, -2.9344998390000003 42.614075232000005, -2.945214271 42.603886272000004), (-2.9993779820000004 42.600946386000004, -2.9852216150000004 42.614219817000006, -2.9945245780000005 42.615490639, -2.9993779820000004 42.600946386000004))
País Vasco/Euskadi;21;POLYGON ((-3.1312966320000006 42.757645374000006, -3.14791334 42.756696943, -3.123254536 42.789325870000006, -3.159228831 42.804591427000005, -3.10518851 42.880171905000005, -3.125696924 42.891317984000004, -3.138720032 42.871293511000005, -3.1628228500000004 42.85673665, -3.1906864770000003 42.869463475, -3.2221756050000008 42.838635785, -3.205533459 42.827401091000006, -3.216969703 42.826515509000004, -3.2826087150000003 42.875514359, -3.2867669470000003 42.885148658000006, -3.2764027810000003 42.887020225, -3.2772391720000003 42.901579579, -3.2485445540000004 42.912145441, -3.235556002 42.943861822, -3.2247293220000004 42.949691737, -3.1447315810000003 42.934682390000006, -3.1492729400000004 42.917062679000004, -3.1328474500000003 42.913480626, -3.126531072 42.904059337, -3.104663255 42.91015957800001, -3.092101501 42.898778715000006, -3.0189059720000007 42.908512030000004, -3.0119528680000003 42.922254747000004, -2.981419126 42.939876857, -2.9947616480000003 42.952142445, -3.019195304 42.954032912, -3.041868093 42.969224593, -3.037102377 42.981834377000006, -3.0603670530000002 43.003210652, -3.144789283 43.00683903, -3.177802283 43.021984337, -3.170249275 43.029073522000004, -3.141860073 43.02981409400001, -3.147677115 43.034498374, -3.1403117970000003 43.067150218, -3.158187498 43.074016004, -3.133940741 43.097234226000005, -3.141491629000001 43.110642549000005, -3.1520580370000006 43.104118613000004, -3.1817863830000004 43.120878743000006, -3.161475228 43.143186933, -3.166773188 43.146943410000006, -3.1618484920000003 43.154262339000006, -3.141839638 43.161136595, -3.154180927 43.176973935, -3.187550722 43.169234344, -3.2081304090000002 43.179410377, -3.22409276 43.170132492, -3.253273483 43.198747316, -3.277766997 43.19451187, -3.309839848 43.172101745000006, -3.341182796 43.167016046, -3.3502100870000002 43.153750199, -3.4176080540000005 43.13331612300001, -3.433358679000001 43.170927304, -3.433003582 43.206297527000004, -3.450329097 43.236001771000005, -3.4125302110000004 43.241767104000004, -3.4135824770000007 43.249779893, -3.3959450920000003 43.24774710500001, -3.3830967430000003 43.270365645000005, -3.33858411 43.27806088900001, -3.34312836 43.294280038000004, -3.3324052670000004 43.301878046000006, -3.3236880810000002 43.292457259, -3.294944053 43.30075581500001, -3.291122049 43.290365335000004, -3.2644953400000003 43.296021605, -3.2087051790000003 43.283638217000004, -3.1932089460000004 43.298450846, -3.1514610430000003 43.307174174000004, -3.1532874090000003 43.353315342, -3.1163975030000004 43.34918984900001, -3.109353515 43.36468759, -3.084077438 43.377972583, -3.1045427670000003 43.364658031000005, -3.082929302 43.363572876, -3.077572019 43.354416471, -3.072262975 43.362720113, -3.045287466 43.358993405, -3.0728477790000004 43.359901409, -3.046167815 43.343316329000004, -3.0318763370000004 43.346655175, -3.04096073 43.340813598000004, -3.031407057 43.337269524, -3.043788177 43.339147676, -3.0207158340000007 43.325543768, -3.010245925 43.337242021, -3.027815034 43.341948619, -3.0152429870000006 43.340807303000005, -3.012591784 43.347741095, -3.039604578 43.37330797400001, -2.991349962 43.391836254000005, -2.970471855 43.413380211, -2.945092458 43.412756586, -2.955470193 43.42205545800001, -2.946909013 43.436026545000004, -2.806978113 43.430489493, -2.785850113 43.448100231000005, -2.776740955 43.444940181, -2.752160835 43.456955202, -2.738706522 43.429686811, -2.709682088 43.422449242000006, -2.723573617 43.418404687000006, -2.7049867860000005 43.417565833000005, -2.695677744 43.40676314, -2.64630897 43.41594065700001, -2.6186304980000004 43.391863948, -2.6014008520000003 43.394488540000005, -2.583347026 43.383834997, -2.562690232 43.391015426, -2.5503532190000002 43.374051399, -2.509732382 43.37736576, -2.502606145 43.364224431000004, -2.487494839 43.363356216, -2.459738766 43.335566511, -2.4293803240000003 43.33279841, -2.4155076810000002 43.325830728, -2.420043231 43.322306082000004, -2.4001623430000003 43.322212272, -2.380285766 43.31320944, -2.383557091 43.306770918000005, -2.3710247470000008 43.309610919, -2.3529276 43.298704159, -2.343137671 43.303366523, -2.282781254 43.295222613, -2.228461906 43.311012779, -2.2063030660000003 43.304386328, -2.20244637 43.311725058, -2.1965344140000003 43.30558749100001, -2.201599063 43.301111847, -2.189571363 43.292364623000005, -2.174289266 43.288464000000005, -2.149593637 43.295963130000004, -2.130502142 43.287455198, -2.108959059 43.301181254, -2.0304677520000007 43.32099797200001, -2.008439063 43.324194051, -1.990940435 43.315873793, -1.991750517 43.326532963000005, -1.9801910370000004 43.323755975000005, -1.9623958800000003 43.338146425000005, -1.923781219 43.332035067, -1.9281075010000004 43.33572252800001, -1.883360883 43.349502383, -1.8649698380000002 43.372381046, -1.791259936 43.395910259000004, -1.78789774 43.386186031, -1.796946221 43.382490703, -1.779009461 43.36340981, -1.789237956 43.352983437000006, -1.737381776 43.330155473000005, -1.74166226 43.316399083, -1.72936888 43.293823101, -1.7832429980000002 43.286819822000005, -1.7939123289999999 43.276460955000005, -1.7952463570000001 43.246319572000004, -1.8191384580000003 43.239003318, -1.834610582 43.224177073, -1.8500025990000002 43.228479539000006, -1.8617127900000003 43.212091820000005, -1.8676423590000002 43.23048037100001, -1.8736247870000002 43.226169692, -1.876670205 43.231904737, -1.8806571300000003 43.22063439900001, -1.874028143 43.219569805000006, -1.880793055 43.217916329000005, -1.874933963 43.210484042000004, -1.8819075230000002 43.206788482, -1.887242775 43.214620536000005, -1.890170517 43.207283172000004, -1.903257264 43.211308434, -1.9092456590000002 43.226178239, -1.9145784100000003 43.22473428, -1.9109767510000004 43.204349561, -1.9220457430000002 43.186715234000005, -1.9158521670000004 43.164703095, -1.9206884500000003 43.150629505000005, -1.9019519580000002 43.135854398, -1.9475252590000003 43.097526703, -1.971582911 43.093252414000006, -1.9751495210000003 43.083388231, -2.022824189 43.065193167000004, -2.0204411120000003 43.046730887, -2.041394566 43.029700477000006, -2.028306465 42.99883827, -2.038338329 42.980994432, -2.0953184980000006 42.97227274, -2.103509201 42.948541345, -2.1174442570000003 42.942143577, -2.180960286 42.935126478, -2.199135052 42.951176217000004, -2.232156163 42.931789941000005, -2.237757821 42.895996273, -2.253070027 42.892774484, -2.24098395 42.885634849000006, -2.235411463 42.835303898, -2.2676927080000002 42.813407332000004, -2.268696399 42.794718651000004, -2.281011357 42.785134011000004, -2.2621670920000003 42.74846092, -2.304391711 42.735757753, -2.316849744 42.73934504, -2.324007565 42.723772071000006, -2.312851831 42.708684316, -2.316863806 42.682502165, -2.30929989 42.671154686, -2.2935775940000003 42.677938886, -2.2884808430000003 42.655069069, -2.3321812800000004 42.646182989, -2.3448931820000003 42.634513179, -2.3819489590000007 42.63429633200001, -2.3721245310000003 42.643383513, -2.381660788 42.647370988000006, -2.3762597210000003 42.650709741, -2.41579718 42.662680145, -2.450075158 42.647252617, -2.4545874960000003 42.634864436, -2.483072377 42.612158472000004, -2.5000827 42.616475936, -2.49063097 42.585355264, -2.4622052080000003 42.587386334, -2.4532419990000003 42.567107793000005, -2.42112074 42.607124222, -2.396754487 42.599100147, -2.389953539 42.549064086, -2.4010533720000002 42.538504925000005, -2.392202449 42.516952298, -2.423120764 42.510709313, -2.420582303 42.489234273, -2.4488046270000003 42.496875077000006, -2.477431916 42.48663659400001, -2.514632036 42.490231658000006, -2.518608579000001 42.497913092000005, -2.505323975 42.51196222, -2.51058744 42.51992712800001, -2.537497516 42.495091953, -2.530608308 42.483567186, -2.553997769 42.483866919, -2.5684021180000003 42.494075087000006, -2.5965203950000006 42.472844422, -2.602188963 42.481899017, -2.592248035000001 42.491933441, -2.60536123 42.503497223000004, -2.647778079 42.483420800000005, -2.656013623 42.503447927, -2.677842372 42.509570219000004, -2.676846154 42.526258927, -2.7057248680000003 42.516657464000005, -2.6915049110000004 42.541800488, -2.6817687830000003 42.595394882, -2.71062145 42.601088841, -2.740705073 42.622439053, -2.763931298 42.622437448, -2.777676956 42.582249014000006, -2.803664763 42.56450383, -2.8148040240000003 42.569303275, -2.824834408 42.55463477, -2.840785067 42.581030647000006, -2.819828298 42.591452915000005, -2.818770502 42.612716011, -2.841800226 42.608598724000004, -2.84813836 42.617141874000005, -2.84367232 42.63049712, -2.896510123 42.654192302000006, -2.8950545180000002 42.679312676, -2.9025016740000003 42.69360265800001, -2.9303173880000006 42.699665782000004, -2.931357552 42.70840209000001, -2.980601719 42.703484183, -2.9889439880000004 42.719095992, -3.0090229340000003 42.724466318000005, -3.005384452000001 42.732798434, -3.01610877 42.733563472, -3.0166596890000004 42.741008681000004, -3.0416660400000004 42.739185591, -3.0486201520000002 42.765560994000005, -3.064464827 42.760187051, -3.079960288 42.767078261, -3.0848361690000003 42.75711160400001, -3.1011049660000003 42.767286466, -3.1312966320000006 42.757645374000006), (-2.862001873 42.745854389, -2.868859622 42.740135242, -2.846739377 42.730761531000006, -2.8552216280000002 42.728755496000005, -2.851602455 42.725103567000005, -2.8289862720000003 42.719010775, -2.8253019860000004 42.708936724000004, -2.784502963 42.698941959, -2.7705085150000004 42.676634108, -2.775743012 42.670250455, -2.7678998480000003 42.666010911, -2.719156779 42.66186629000001, -2.7033936170000006 42.674290492000004, -2.666397029 42.666191340000005, -2.659175256 42.67245605300001, -2.634851292 42.647795259000006, -2.551935909 42.649256015000006, -2.547069431 42.637376257, -2.5173973910000003 42.646332391, -2.5220239020000004 42.68403153200001, -2.5393989340000003 42.686579569, -2.5483780630000004 42.668802353000004, -2.577767559 42.668212513, -2.594135622 42.690038560000005, -2.6089806170000003 42.695860927000005, -2.6003087430000003 42.71526707, -2.589982504 42.71076362, -2.5726285370000004 42.725171827000004, -2.5583024130000003 42.762733265, -2.5893664000000003 42.750322721, -2.602347114 42.770631088, -2.6437077020000004 42.764716234000005, -2.7315526880000003 42.794513079000005, -2.801074487 42.792711199, -2.8268123480000003 42.784450459000006, -2.835473533 42.796269546000005, -2.841847001 42.776196438, -2.8539077290000003 42.767855611, -2.848369801 42.763291555, -2.852980564 42.747833742000005, -2.862001873 42.745854389), (-3.3045348700000003 43.258256446000004, -3.292660392 43.240868009, -3.2968148420000003 43.206019343, -3.2848178650000004 43.197172633, -3.2693904490000003 43.202812425000005, -3.270769145 43.230207974, -3.2520163070000003 43.24611935600001, -3.249176449 43.259649859, -3.2651653990000002 43.267191020000006, -3.3045348700000003 43.258256446000004))
Comunidad Foral de Navarra;22;MULTIPOLYGON (((-1.9092387190000002 42.059122832, -1.8920317580000003 42.085985871000005, -1.8402755020000001 42.12812778900001, -1.832416679 42.148231110000005, -1.8216189170000001 42.153569452, -1.779004873 42.137704883000005, -1.764709061 42.150412801, -1.7397421020000001 42.149735889000006, -1.7198949440000002 42.133439702000004, -1.679659035 42.151689308, -1.6938019220000002 42.158443908, -1.700897281 42.173123586, -1.679527833 42.191143726, -1.704239961 42.192029409, -1.7092392030000003 42.20998996, -1.8023257689999999 42.223428764000005, -1.8195520320000003 42.232081988000004, -1.819218704 42.248640774, -1.8297267050000001 42.244137380000005, -1.8497904770000002 42.259254496000004, -1.8557594990000004 42.249650711, -1.8722764110000003 42.252669413, -1.8762007980000004 42.258994232, -1.8662073810000004 42.275403918, -1.8706581070000001 42.288965959, -1.9138175060000002 42.300109485, -1.9070609510000003 42.308474884000006, -1.9189658020000002 42.316143858000004, -1.9185133790000002 42.326964802, -1.931519996 42.322187553, -1.942285059 42.335183976, -1.964520733 42.333820029, -1.9695926279999998 42.352498994, -1.9786441380000002 42.349887275, -1.9955202940000003 42.363608375000005, -2.006056508 42.360827387, -2.016015341 42.36929785, -2.069982241 42.342523883000005, -2.0899609590000003 42.346971268000004, -2.078640081 42.368125685, -2.092811535 42.375821838, -2.0891200910000003 42.384987537, -2.11551424 42.399081534000004, -2.1050799650000003 42.415940386, -2.111902483 42.419956068000005, -2.1517761180000003 42.41862847, -2.175036571 42.4077664, -2.186110998 42.418769753, -2.2165054840000002 42.415998118000005, -2.2120751160000003 42.421353297, -2.2349657460000003 42.426146407000005, -2.2409639510000003 42.441829551000005, -2.2763885260000003 42.446669681, -2.2880124390000005 42.467360013000004, -2.2968834620000003 42.468144369, -2.2987189960000003 42.457411743, -2.3299876320000004 42.46880238, -2.336455339 42.464580384, -2.331836821 42.454007779, -2.344233923 42.451536196, -2.3526075150000003 42.465644067, -2.363631925 42.461628031000004, -2.3766353170000003 42.472824277, -2.4000087150000002 42.471432247, -2.420582303 42.489234273, -2.4237514940000002 42.509631791000004, -2.392202449 42.516952298, -2.4010533720000002 42.538504925000005, -2.389953539 42.549064086, -2.396754487 42.599100147, -2.42112074 42.607124222, -2.4532419990000003 42.567107793000005, -2.4622052080000003 42.587386334, -2.49063097 42.585355264, -2.5000827 42.616475936, -2.483072377 42.612158472000004, -2.4545874960000003 42.634864436, -2.450075158 42.647252617, -2.41579718 42.662680145, -2.3762597210000003 42.650709741, -2.381660788 42.647370988000006, -2.3721245310000003 42.643383513, -2.3819489590000007 42.63429633200001, -2.3448931820000003 42.634513179, -2.3321812800000004 42.646182989, -2.2884808430000003 42.655069069, -2.2935775940000003 42.677938886, -2.30929989 42.671154686, -2.316863806 42.682502165, -2.312851831 42.708684316, -2.324007565 42.723772071000006, -2.316849744 42.73934504, -2.304391711 42.735757753, -2.2621670920000003 42.74846092, -2.281011357 42.785134011000004, -2.268696399 42.794718651000004, -2.2676927080000002 42.813407332000004, -2.233707303 42.840506494, -2.24098395 42.885634849000006, -2.253070027 42.892774484, -2.237757821 42.895996273, -2.235565974 42.926607891, -2.215510508 42.936890764000005, -2.210257587 42.949911900000004, -2.1923596030000003 42.949030328, -2.180960286 42.935126478, -2.1169748040000003 42.942266411000006, -2.103509201 42.948541345, -2.0953184980000006 42.97227274, -2.038338329 42.980994432, -2.028306465 42.99883827, -2.041394566 43.029700477000006, -2.0204411120000003 43.046730887, -2.022824189 43.065193167000004, -1.9751495210000003 43.083388231, -1.971582911 43.093252414000006, -1.9475252590000003 43.097526703, -1.9019519580000002 43.135854398, -1.9206884500000003 43.150629505000005, -1.914151995 43.225171443, -1.903257264 43.211308434, -1.890170517 43.207283172000004, -1.887242775 43.214620536000005, -1.8819075230000002 43.206788482, -1.8738668350000003 43.220306595000004, -1.8806571300000003 43.22063439900001, -1.880926701 43.228776960000005, -1.8677646420000003 43.230622563000004, -1.861146237 43.212241844000005, -1.8500025990000002 43.228479539000006, -1.834610582 43.224177073, -1.8191384580000003 43.239003318, -1.7952463570000001 43.246319572000004, -1.7939123289999999 43.276460955000005, -1.7832429980000002 43.286819822000005, -1.72936888 43.293823101, -1.6943867840000002 43.31212418800001, -1.6680136630000002 43.314792001, -1.625181999 43.306722387, -1.6214228070000003 43.300104041000004, -1.6300214480000002 43.285034875, -1.6087102290000004 43.251992967, -1.57565623 43.249938671, -1.5563597500000002 43.279375714000004, -1.5640757520000002 43.288783279, -1.5353208850000002 43.294666746000004, -1.505979369 43.293352636, -1.4924086790000002 43.280793686, -1.437833119 43.266860876, -1.4136531780000001 43.273668485, -1.3821889370000002 43.250049564, -1.37779424 43.230438279000005, -1.3866628250000002 43.194869404, -1.381409377 43.189680446000004, -1.402231381 43.17789818, -1.402186648 43.156025088, -1.416145644 43.149402772, -1.4099935250000002 43.142878993000004, -1.4140841830000002 43.128303087000006, -1.471350235 43.091776341, -1.472243313 43.081558865000005, -1.441208424 43.046354413, -1.354168644 43.028124043000005, -1.342560076 43.054448466000004, -1.344648541 43.094541086, -1.3196362430000002 43.112788685000005, -1.2729844780000001 43.11876537800001, -1.299637503 43.092430077, -1.3089707670000001 43.071173238, -1.269615222 43.055122499, -1.262745476 43.04402335700001, -1.2477885880000001 43.042858425000006, -1.229225237 43.055692214000004, -1.212592979 43.051687266, -1.181170783 43.032245442000004, -1.1743679200000001 43.037305754, -1.145596854 43.025820898, -1.1418581560000003 43.00737247, -1.114677548 43.023928554, -1.083169869 43.010645073, -1.081273095 43.000636015000005, -1.0121204830000001 42.992575455, -0.998207873 42.976034420000005, -0.9451006180000001 42.953445484, -0.9085144200000002 42.964479472, -0.8638591440000001 42.950791106000004, -0.8105055760000001 42.951301563, -0.767382415 42.96919698, -0.7518595990000001 42.967528140000006, -0.743417942 42.950696009000005, -0.7312922500000001 42.947794401, -0.7325176030000001 42.928394984, -0.7254278940000002 42.919648663000004, -0.7829497370000001 42.921564366000005, -0.8190409120000001 42.901042838, -0.81861203 42.868650196000004, -0.8568236640000001 42.847057121000006, -0.851440594 42.80758656500001, -0.860007029 42.798562218, -0.8475329070000001 42.785919665, -0.864837814 42.763353552000005, -0.9005352730000001 42.76046607, -0.9004992840000001 42.743085962, -0.922984785 42.74400071800001, -0.948676268 42.711452413, -1.027981 42.70006011, -1.039185555 42.691634808, -1.0324899520000002 42.675598966, -1.036808479 42.651638484, -1.051925511 42.64259446100001, -1.152046157 42.647883858, -1.157115568 42.610891289, -1.1719182730000002 42.617063128000005, -1.1797751890000001 42.610623587, -1.1580347350000002 42.599154096, -1.201920477 42.578238887000005, -1.202790536 42.549660280000005, -1.2261663230000004 42.542244046, -1.264769449 42.556803019, -1.28813741 42.522789847000006, -1.29347571 42.510955251000006, -1.286731306 42.498525961000006, -1.275112311 42.495757896, -1.272780298 42.481899187, -1.281361234 42.46444941, -1.3152066450000002 42.449219692, -1.341508015 42.423937591000005, -1.359904832 42.378039144000006, -1.350614985 42.370070763, -1.336220637 42.372005952, -1.32908282 42.355385488, -1.399081991 42.291299790000004, -1.3913707010000003 42.272117398000006, -1.417530264 42.212367582000006, -1.391906086 42.18141828200001, -1.3988814580000002 42.126219357000004, -1.366759534 42.106961078000005, -1.352277234 42.073070498, -1.310592784 42.072312562, -1.3048224850000003 42.042949355000005, -1.3395203450000002 42.018013865, -1.3743534780000002 41.961999797000004, -1.3859854340000002 41.957246635000004, -1.38223468 41.94334234, -1.403552297 41.935075737000005, -1.410755873 41.918955172000004, -1.4217780880000002 41.913072975000006, -1.501760954 41.92427714900001, -1.5061182990000002 41.915858814, -1.534446892 41.910468807, -1.5962517900000002 41.927092642000005, -1.614824304 41.950527881, -1.6541457960000003 41.965351495, -1.6636350910000002 41.959986371, -1.6754648470000002 41.966752074000006, -1.6868179820000002 41.952850440000006, -1.715220962 41.956963483, -1.741359549 41.968366909000004, -1.7668964580000002 41.995789323000004, -1.792343644 41.98969241, -1.8103454470000002 41.99802222, -1.833702984 41.995064823, -1.84639976 42.008009261000005, -1.8552279060000003 42.002603842, -1.882947266 42.026329778000004, -1.901576743 42.029680001, -1.9092387190000002 42.059122832)), ((-1.129364245 42.446721638, -1.1028510440000001 42.48433400300001, -1.0916637070000004 42.485733113, -1.0509630380000001 42.44192043700001, -1.05840628 42.433977891000005, -1.129364245 42.446721638)), ((-1.1828213950000002 42.423897699, -1.144974535 42.441869399000005, -1.1587698240000002 42.40966298100001, -1.1859612440000002 42.401856747000004, -1.1828213950000002 42.423897699)))
